id,pk,slug,event_id,fighter_1_id,fighter_2_id,winner_id,bout_type,weight_class,weight_lbs,outcome_method,outcome_method_details,end_round,end_round_time,fighter_1_odds,fighter_2_odds,is_cancelled
RmlnaHROb2RlOjU5NTYz,59563,andrea-bicchi-vs-tomas-bolo-59563,RXZlbnROb2RlOjYxNzU=,RmlnaHRlck5vZGU6NDczMTM=,RmlnaHRlck5vZGU6MzY4NTY=,,MC,Middleweight,185.0,,,,,,,1
RmlnaHROb2RlOjYwOTcz,60973,dominik-horschel-vs-arbi-chakaev-60973,RXZlbnROb2RlOjYxNzU=,RmlnaHRlck5vZGU6NjgzNTA=,RmlnaHRlck5vZGU6NjQzNDU=,,MC,,,,,,,,,1
RmlnaHROb2RlOjU5MDUw,59050,rico-franco-vs-jimmy-sweeney-59050,RXZlbnROb2RlOjYxNzU=,RmlnaHRlck5vZGU6MTgzODI=,RmlnaHRlck5vZGU6NjYyNjc=,RmlnaHRlck5vZGU6MTgzODI=,CO,Catchweight,165.0,Decision,Unanimous,5.0,5:00,121.0,-151.0,0
RmlnaHROb2RlOjU5NTY1,59565,haze-hepi-vs-steven-banks-59565,RXZlbnROb2RlOjYxNzU=,RmlnaHRlck5vZGU6NjY0NjY=,RmlnaHRlck5vZGU6MjEyNg==,RmlnaHRlck5vZGU6NjY0NjY=,MC,,,KO/TKO,,1.0,1:25,-325.0,250.0,0
RmlnaHROb2RlOjU5NTM1,59535,dominik-estorer-vs-ernesto-papa-59535,RXZlbnROb2RlOjYxNzU=,RmlnaHRlck5vZGU6NTkxMDg=,RmlnaHRlck5vZGU6MjA3NTc=,RmlnaHRlck5vZGU6MjA3NTc=,MC,Light Heavyweight,205.0,KO/TKO,,1.0,1:25,-240.0,190.0,0
RmlnaHROb2RlOjYwNjAz,60603,michael-larrimore-vs-samuel-samples-60603,RXZlbnROb2RlOjYzNjc=,RmlnaHRlck5vZGU6NTQ4NDk=,RmlnaHRlck5vZGU6MzYwNjU=,RmlnaHRlck5vZGU6NTQ4NDk=,MC,Bantamweight,135.0,KO/TKO,,1.0,1:26,-400.0,300.0,0
RmlnaHROb2RlOjYxMjEx,61211,joseph-white-vs-brady-meister-61211,RXZlbnROb2RlOjYzNjc=,RmlnaHRlck5vZGU6NTQxNDU=,RmlnaHRlck5vZGU6NTI5MjI=,RmlnaHRlck5vZGU6NTI5MjI=,MC,,,KO/TKO,,2.0,1:16,-245.0,195.0,0
RmlnaHROb2RlOjYwMjA5,60209,nathan-rivera-vs-alex-castro-60209,RXZlbnROb2RlOjYzNjc=,RmlnaHRlck5vZGU6NTY3NzE=,RmlnaHRlck5vZGU6MTA1MjY=,RmlnaHRlck5vZGU6NTY3NzE=,MC,Featherweight,145.0,KO/TKO,,4.0,1:00,-800.0,550.0,0
RmlnaHROb2RlOjYwMjA4,60208,crystal-pittman-vs-claudia-zamora-60208,RXZlbnROb2RlOjYzNjc=,RmlnaHRlck5vZGU6NDIyMzU=,RmlnaHRlck5vZGU6MzM1MjU=,RmlnaHRlck5vZGU6NDIyMzU=,MC,Bantamweight,135.0,Ends in a No Contest,,2.0,5:00,-135.0,105.0,0
RmlnaHROb2RlOjYwNjIx,60621,rodney-hinton-vs-ben-jacobsen-60621,RXZlbnROb2RlOjYzNjc=,RmlnaHRlck5vZGU6NjY0MTU=,RmlnaHRlck5vZGU6NjgxMzY=,RmlnaHRlck5vZGU6NjY0MTU=,MC,Catchweight,165.0,KO/TKO,,1.0,1:11,-185.0,155.0,0
RmlnaHROb2RlOjYwNjA0,60604,joseph-white-vs-joe-ray-60604,RXZlbnROb2RlOjYzNjc=,RmlnaHRlck5vZGU6NTQxNDU=,RmlnaHRlck5vZGU6NTg4MDI=,,MC,,,,,,,,,1
RmlnaHROb2RlOjYwMjEw,60210,quentin-gaskins-vs-logan-speyrer-60210,RXZlbnROb2RlOjYzNjc=,RmlnaHRlck5vZGU6MTE4MDk=,RmlnaHRlck5vZGU6Mzg1NzI=,RmlnaHRlck5vZGU6Mzg1NzI=,MC,Bantamweight,135.0,Decision,Unanimous,5.0,5:00,-200.0,160.0,0
RmlnaHROb2RlOjYwMjI0,60224,gregorio-gonzalez-vs-anthony-yost-60224,RXZlbnROb2RlOjYzNjc=,RmlnaHRlck5vZGU6Njc1ODY=,RmlnaHRlck5vZGU6MjE1NTI=,RmlnaHRlck5vZGU6MjE1NTI=,MC,Flyweight,125.0,Decision,Unanimous,5.0,5:00,-110.0,-120.0,0
RmlnaHROb2RlOjYwMjA2,60206,john-michael-escoboza-vs-jay-jackson-60206,RXZlbnROb2RlOjYzNjc=,RmlnaHRlck5vZGU6MzQxNDQ=,RmlnaHRlck5vZGU6MTQ3MDA=,RmlnaHRlck5vZGU6MzQxNDQ=,MC,Middleweight,185.0,KO/TKO,,3.0,2:00,-200.0,160.0,0
RmlnaHROb2RlOjYwMjA1,60205,jared-warren-vs-joseph-creer-60205,RXZlbnROb2RlOjYzNjc=,RmlnaHRlck5vZGU6MzUyMTI=,RmlnaHRlck5vZGU6MzMwMzM=,RmlnaHRlck5vZGU6MzUyMTI=,ME,Middleweight,185.0,KO/TKO,,1.0,1:32,-155.0,125.0,0
RmlnaHROb2RlOjYwMjA3,60207,ryan-reber-vs-matt-guymon-60207,RXZlbnROb2RlOjYzNjc=,RmlnaHRlck5vZGU6NDUxMjg=,RmlnaHRlck5vZGU6NjE3ODc=,RmlnaHRlck5vZGU6NDUxMjg=,CO,Bantamweight,135.0,Decision,Split,5.0,5:00,-925.0,625.0,0
RmlnaHROb2RlOjYwOTQ0,60944,trever-bradshaw-vs-deron-carlis-60944,RXZlbnROb2RlOjYyMDQ=,RmlnaHRlck5vZGU6MTY5MTk=,RmlnaHRlck5vZGU6MjkwMA==,,MC,,,,,,,,,1
RmlnaHROb2RlOjYwOTQz,60943,shelby-cannon-vs-kathryn-paprocki-60943,RXZlbnROb2RlOjYyMDQ=,RmlnaHRlck5vZGU6Njc0Nzk=,RmlnaHRlck5vZGU6MjkzNzk=,RmlnaHRlck5vZGU6Njc0Nzk=,MC,Strawweight,115.0,Decision,Unanimous,5.0,5:00,195.0,-245.0,0
RmlnaHROb2RlOjYxMDk3,61097,zac-cavender-vs-erick-lozano-61097,RXZlbnROb2RlOjYyMDQ=,RmlnaHRlck5vZGU6MzExOTM=,RmlnaHRlck5vZGU6MzAwNzM=,RmlnaHRlck5vZGU6MzExOTM=,PL,Light Heavyweight,205.0,KO/TKO,,1.0,1:03,-400.0,300.0,0
RmlnaHROb2RlOjYxNDA4,61408,trever-bradshaw-vs-jim-pulgar-61408,RXZlbnROb2RlOjYyMDQ=,RmlnaHRlck5vZGU6MTY5MTk=,RmlnaHRlck5vZGU6NTkzMTI=,RmlnaHRlck5vZGU6MTY5MTk=,PL,Lightweight,155.0,KO/TKO,,4.0,1:41,160.0,-200.0,0
RmlnaHROb2RlOjYwOTQx,60941,zac-cavender-vs-jonathan-miller-60941,RXZlbnROb2RlOjYyMDQ=,RmlnaHRlck5vZGU6MzExOTM=,RmlnaHRlck5vZGU6MjY4MTE=,,MC,,,,,,,,,1
RmlnaHROb2RlOjYxMDk4,61098,mike-jones-vs-sean-hotusing-61098,RXZlbnROb2RlOjYyMDQ=,RmlnaHRlck5vZGU6MTY2Mjg=,RmlnaHRlck5vZGU6NDU2MjE=,RmlnaHRlck5vZGU6MTY2Mjg=,MC,Middleweight,185.0,KO/TKO,,2.0,1:28,-350.0,275.0,0
RmlnaHROb2RlOjYwOTQw,60940,ben-moa-vs-bob-brents-60940,RXZlbnROb2RlOjYyMDQ=,RmlnaHRlck5vZGU6MjgzMzA=,RmlnaHRlck5vZGU6MzY1MA==,RmlnaHRlck5vZGU6MjgzMzA=,CO,Heavyweight,265.0,KO/TKO,,2.0,1:00,-800.0,550.0,0
RmlnaHROb2RlOjYxNDQx,61441,mike-richman-vs-josh-dyer-61441,RXZlbnROb2RlOjYyMDQ=,RmlnaHRlck5vZGU6MTk2NQ==,RmlnaHRlck5vZGU6MjE0NDM=,RmlnaHRlck5vZGU6MjE0NDM=,ME,Middleweight,185.0,KO/TKO,,4.0,0:58,,,0
RmlnaHROb2RlOjYxMTI2,61126,daniel-gardner-vs-shane-fichter-61126,RXZlbnROb2RlOjYyMDQ=,RmlnaHRlck5vZGU6Njg1MjU=,RmlnaHRlck5vZGU6NDUwMjE=,RmlnaHRlck5vZGU6NDUwMjE=,MC,Middleweight,185.0,KO/TKO,,1.0,1:59,-140.0,110.0,0
RmlnaHROb2RlOjYwMzA4,60308,mike-richman-vs-joshua-dyer-60308,RXZlbnROb2RlOjYyMDQ=,RmlnaHRlck5vZGU6MTk2NQ==,RmlnaHRlck5vZGU6Njc2NTI=,,ME,Middleweight,185.0,,,,,-120.0,-110.0,0
RmlnaHROb2RlOjYxMTI1,61125,zack-partridge-vs-cody-beierle-61125,RXZlbnROb2RlOjYyMDQ=,RmlnaHRlck5vZGU6Njg1MjQ=,RmlnaHRlck5vZGU6NDgzOTQ=,RmlnaHRlck5vZGU6Njg1MjQ=,MC,Middleweight,185.0,KO/TKO,,1.0,1:08,-550.0,400.0,0
RmlnaHROb2RlOjYwOTQy,60942,jordan-smith-vs-josenaldo-silva-60942,RXZlbnROb2RlOjYyMDQ=,RmlnaHRlck5vZGU6MTgwNg==,RmlnaHRlck5vZGU6MTEwMDU=,RmlnaHRlck5vZGU6MTEwMDU=,MC,Middleweight,185.0,KO/TKO,,3.0,1:48,125.0,-155.0,0
RmlnaHROb2RlOjYwOTcx,60971,dominico-salas-vs-jeremiah-truhlar-60971,RXZlbnROb2RlOjYyMDQ=,RmlnaHRlck5vZGU6MzMwNTY=,RmlnaHRlck5vZGU6NjgzNDk=,RmlnaHRlck5vZGU6MzMwNTY=,MC,Catchweight,165.0,Decision,Unanimous,5.0,5:00,-300.0,240.0,0
RmlnaHROb2RlOjYxNzY1,61765,lorenzo-coca-vs-joshua-marer-61765,RXZlbnROb2RlOjY0NTA=,RmlnaHRlck5vZGU6NTk3Mjg=,RmlnaHRlck5vZGU6MzU4MjE=,,MC,Lightweight,155.0,,,,,,,1
RmlnaHROb2RlOjYxNzY0,61764,isaiah-garcia-vs-dominick-carey-61764,RXZlbnROb2RlOjY0NTA=,RmlnaHRlck5vZGU6NjI5Nzg=,RmlnaHRlck5vZGU6NTYxNDI=,,MC,Flyweight,125.0,,,,,-154.0,124.0,1
RmlnaHROb2RlOjYyMDY4,62068,jenny-clausius-vs-crystal-van-wyk-62068,RXZlbnROb2RlOjY0NTA=,RmlnaHRlck5vZGU6MzE1OTM=,RmlnaHRlck5vZGU6NTI5Njc=,,MC,,,,,,,-155.0,125.0,1
RmlnaHROb2RlOjYyMDY5,62069,bobby-henry-vs-kasey-yates-62069,RXZlbnROb2RlOjY0NTA=,RmlnaHRlck5vZGU6Njk0NTM=,RmlnaHRlck5vZGU6MjQ3NDY=,RmlnaHRlck5vZGU6Njk0NTM=,MC,Catchweight,165.0,KO/TKO,,5.0,1:31,-2500.0,1200.0,0
RmlnaHROb2RlOjYxNzg0,61784,bryant-mcclain-vs-skyler-mauler-61784,RXZlbnROb2RlOjY0NTA=,RmlnaHRlck5vZGU6NjYwOTA=,RmlnaHRlck5vZGU6NjkyODY=,,MC,Catchweight,175.0,,,,,,,0
RmlnaHROb2RlOjYxNzYw,61760,eric-dodson-vs-stevo-morris-61760,RXZlbnROb2RlOjY0NTA=,RmlnaHRlck5vZGU6NDczMTY=,RmlnaHRlck5vZGU6NDMwMDc=,,MC,,,,,,,,,1
RmlnaHROb2RlOjYxNzgz,61783,murat-kilimetov-vs-jeramy-karshner-61783,RXZlbnROb2RlOjY0NTA=,RmlnaHRlck5vZGU6MjA1NTk=,RmlnaHRlck5vZGU6NjkyODU=,,MC,,,,,,,,,1
RmlnaHROb2RlOjYxNzYy,61762,felipe-chavez-vs-james-dennis-61762,RXZlbnROb2RlOjY0NTA=,RmlnaHRlck5vZGU6MTY3MA==,RmlnaHRlck5vZGU6NDIyMzY=,,MC,,,,,,,-105.0,-125.0,1
RmlnaHROb2RlOjYxNzYz,61763,will-albrecht-vs-kyle-mcelroy-61763,RXZlbnROb2RlOjY0NTA=,RmlnaHRlck5vZGU6NTgzMDI=,RmlnaHRlck5vZGU6NDEyNjY=,RmlnaHRlck5vZGU6NTgzMDI=,MC,Middleweight,185.0,KO/TKO,,2.0,2:00,-175.0,145.0,0
RmlnaHROb2RlOjYxODcx,61871,bryant-mcclain-vs-skyler-mauller-61871,RXZlbnROb2RlOjY0NTA=,RmlnaHRlck5vZGU6NjYwOTA=,RmlnaHRlck5vZGU6NjkzNjA=,RmlnaHRlck5vZGU6NjkzNjA=,MC,Catchweight,175.0,KO/TKO,,1.0,0:43,-800.0,550.0,0
RmlnaHROb2RlOjYyMTMy,62132,felipe-chavez-vs-brandon-honsvick-62132,RXZlbnROb2RlOjY0NTA=,RmlnaHRlck5vZGU6MTY3MA==,RmlnaHRlck5vZGU6NDE5Mjg=,RmlnaHRlck5vZGU6MTY3MA==,MC,Catchweight,165.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjYxNzYx,61761,derek-perez-vs-rick-caruso-61761,RXZlbnROb2RlOjY0NTA=,RmlnaHRlck5vZGU6MzU1ODM=,RmlnaHRlck5vZGU6Mjk3MDk=,RmlnaHRlck5vZGU6MzU1ODM=,MC,Featherweight,145.0,KO/TKO,,3.0,Roun,-175.0,145.0,0
RmlnaHROb2RlOjYxMDk2,61096,david-mundell-vs-donald-sanchez-61096,RXZlbnROb2RlOjY0NTA=,RmlnaHRlck5vZGU6MTEwMzg=,RmlnaHRlck5vZGU6MTYzMA==,RmlnaHRlck5vZGU6MTEwMzg=,ME,Catchweight,175.0,Decision,Unanimous,5.0,5:00,-1000.0,700.0,0
RmlnaHROb2RlOjYyMDY3,62067,murat-kilimetov-vs-leo-bercier-62067,RXZlbnROb2RlOjY0NTA=,RmlnaHRlck5vZGU6MjA1NTk=,RmlnaHRlck5vZGU6MTYyOTQ=,RmlnaHRlck5vZGU6MjA1NTk=,CO,Light Heavyweight,205.0,KO/TKO,,1.0,1:36,-1000.0,700.0,0
RmlnaHROb2RlOjYxMjE3,61217,john-howard-vs-pat-casey-61217,RXZlbnROb2RlOjYzNjY=,RmlnaHRlck5vZGU6MTEyMA==,RmlnaHRlck5vZGU6MjQ5MDA=,RmlnaHRlck5vZGU6MjQ5MDA=,MC,Catchweight,175.0,KO/TKO,Doctor Stoppage (Cut),1.0,2:00,-240.0,190.0,0
RmlnaHROb2RlOjYxMTc1,61175,parker-porter-vs-dillon-cleckler-61175,RXZlbnROb2RlOjYzNjY=,RmlnaHRlck5vZGU6MjAwMw==,RmlnaHRlck5vZGU6OTQ5NA==,RmlnaHRlck5vZGU6MjAwMw==,ME,,,KO/TKO,,1.0,1:08,-450.0,350.0,0
RmlnaHROb2RlOjYxNzUy,61752,rick-hawn-vs-sergio-lopez-61752,RXZlbnROb2RlOjYzNjY=,RmlnaHRlck5vZGU6MjA0MQ==,RmlnaHRlck5vZGU6NjE1NTM=,RmlnaHRlck5vZGU6NjE1NTM=,MC,Welterweight,170.0,KO/TKO,,3.0,0:30,-1000.0,700.0,0
RmlnaHROb2RlOjYxMjE2,61216,lardy-navarro-vs-anthony-foye-61216,RXZlbnROb2RlOjYzNjY=,RmlnaHRlck5vZGU6NDM5NjY=,RmlnaHRlck5vZGU6NTE1ODc=,RmlnaHRlck5vZGU6NDM5NjY=,MC,Bantamweight,135.0,Decision,Unanimous,5.0,5:00,-280.0,220.0,0
RmlnaHROb2RlOjYxMzIz,61323,randy-costa-vs-nick-burgos-61323,RXZlbnROb2RlOjYzNjY=,RmlnaHRlck5vZGU6Mjk5ODI=,RmlnaHRlck5vZGU6NzU5MQ==,RmlnaHRlck5vZGU6Mjk5ODI=,MC,Featherweight,145.0,KO/TKO,,1.0,1:59,-650.0,475.0,0
RmlnaHROb2RlOjYxMjE4,61218,peter-barrett-vs-nash-diederichs-61218,RXZlbnROb2RlOjYzNjY=,RmlnaHRlck5vZGU6MTE5NTg=,RmlnaHRlck5vZGU6NjM4ODE=,RmlnaHRlck5vZGU6MTE5NTg=,MC,Lightweight,155.0,KO/TKO,,1.0,1:30,-325.0,250.0,0
RmlnaHROb2RlOjYxMjE5,61219,jared-lennon-vs-ishiah-carson-61219,RXZlbnROb2RlOjYzNjY=,RmlnaHRlck5vZGU6NjU3NzU=,RmlnaHRlck5vZGU6NjQ4NzI=,RmlnaHRlck5vZGU6NjQ4NzI=,MC,Bantamweight,135.0,KO/TKO,,1.0,0:15,-300.0,240.0,0
RmlnaHROb2RlOjYxMjQx,61241,joseph-peters-vs-drew-nolan-61241,RXZlbnROb2RlOjYzNjY=,RmlnaHRlck5vZGU6Njg1OTc=,RmlnaHRlck5vZGU6NTI5Mzc=,RmlnaHRlck5vZGU6Njg1OTc=,MC,Middleweight,185.0,KO/TKO,,1.0,1:46,-260.0,200.0,0
RmlnaHROb2RlOjYxMjE1,61215,rico-disciullo-vs-zachary-pannell-61215,RXZlbnROb2RlOjYzNjY=,RmlnaHRlck5vZGU6MjA0NA==,RmlnaHRlck5vZGU6NTYyOTU=,,MC,,,,,,,-800.0,550.0,1
RmlnaHROb2RlOjYxMjQw,61240,rick-hawn-vs-milton-volter-61240,RXZlbnROb2RlOjYzNjY=,RmlnaHRlck5vZGU6MjA0MQ==,RmlnaHRlck5vZGU6Njg1OTY=,,MC,,,,,,,,,1
RmlnaHROb2RlOjYxMjE0,61214,brennan-ward-vs-jr-rumsley-61214,RXZlbnROb2RlOjYzNjY=,RmlnaHRlck5vZGU6MTUwMQ==,RmlnaHRlck5vZGU6NTk3MjU=,,MC,,,,,,,-2000.0,1000.0,0
RmlnaHROb2RlOjYxNzUz,61753,gary-balletto-jr-vs-rodney-thomas-61753,RXZlbnROb2RlOjYzNjY=,RmlnaHRlck5vZGU6Nzg2OQ==,RmlnaHRlck5vZGU6NjI5Nzk=,RmlnaHRlck5vZGU6Nzg2OQ==,MC,Middleweight,185.0,KO/TKO,Retirement,1.0,2:00,-600.0,425.0,0
RmlnaHROb2RlOjYxMjEz,61213,yorgan-decastro-vs-josh-watson-61213,RXZlbnROb2RlOjYzNjY=,RmlnaHRlck5vZGU6MjM5ODE=,RmlnaHRlck5vZGU6NDIyMzQ=,RmlnaHRlck5vZGU6NDIyMzQ=,CO,,,KO/TKO,,1.0,1:53,-305.0,245.0,0
RmlnaHROb2RlOjYyMjky,62292,james-brooks-vs-will-laporte-62292,RXZlbnROb2RlOjY0MDQ=,RmlnaHRlck5vZGU6Njk2NjE=,RmlnaHRlck5vZGU6Njk2NjI=,,MC,,,,,,,,,0
RmlnaHROb2RlOjYyMjkz,62293,darin-oler-vs-roddy-person-62293,RXZlbnROb2RlOjY0MDQ=,RmlnaHRlck5vZGU6OTYwOQ==,RmlnaHRlck5vZGU6Njk2NjM=,,MC,,,,,,,,,0
RmlnaHROb2RlOjYyMjU5,62259,darrick-gates-vs-devin-gibson-62259,RXZlbnROb2RlOjY0MDQ=,RmlnaHRlck5vZGU6NDIyMzE=,RmlnaHRlck5vZGU6NDI4Mzk=,,MC,,,,,,,,,0
RmlnaHROb2RlOjYyNDEz,62413,jaime-deleon-vs-ruben-warr-62413,RXZlbnROb2RlOjY0NjA=,RmlnaHRlck5vZGU6Njk3NzA=,RmlnaHRlck5vZGU6Mjc5NTI=,RmlnaHRlck5vZGU6Njk3NzA=,MC,Lightweight,155.0,KO/TKO,,3.0,0:48,100.0,-130.0,0
RmlnaHROb2RlOjYyMzM2,62336,ben-bonner-vs-tony-soto-62336,RXZlbnROb2RlOjY0NjA=,RmlnaHRlck5vZGU6NTAzNTA=,RmlnaHRlck5vZGU6NDEyNjM=,RmlnaHRlck5vZGU6NTAzNTA=,ME,Lightweight,155.0,Decision,Unanimous,5.0,5:00,220.0,-280.0,0
RmlnaHROb2RlOjYyMDY0,62064,christian-hawkins-vs-micah-white-62064,RXZlbnROb2RlOjY0NjA=,RmlnaHRlck5vZGU6NjMzNTc=,RmlnaHRlck5vZGU6NDU4Mjk=,,PL,Flyweight,125.0,,,,,,,1
RmlnaHROb2RlOjYxNDQ3,61447,andrei-arlovski-vs-geronimo-dos-santos-61447,RXZlbnROb2RlOjY0NjA=,RmlnaHRlck5vZGU6MTA=,RmlnaHRlck5vZGU6MTA2OTU=,,CO,,,,,,,,,1
RmlnaHROb2RlOjYxNDQ4,61448,derek-campos-vs-jake-heffernan-61448,RXZlbnROb2RlOjY0NjA=,RmlnaHRlck5vZGU6MTYxOQ==,RmlnaHRlck5vZGU6MzI0MA==,,MC,,,,,,,,,1
RmlnaHROb2RlOjYxNDY1,61465,terryl-johnson-vs-kevin-buckley-61465,RXZlbnROb2RlOjY0NjA=,RmlnaHRlck5vZGU6Njg4MzM=,RmlnaHRlck5vZGU6NjQ5MTU=,,PL,,,,,,,110.0,-140.0,1
RmlnaHROb2RlOjYxMTk5,61199,franco-tenaglia-vs-tony-soto-61199,RXZlbnROb2RlOjY0NjA=,RmlnaHRlck5vZGU6MTQ0NDE=,RmlnaHRlck5vZGU6NDEyNjM=,,ME,Lightweight,155.0,,,,,,,1
RmlnaHROb2RlOjYyMDg4,62088,jeremy-sauceda-vs-israel-rodriguez-62088,RXZlbnROb2RlOjY0NjA=,RmlnaHRlck5vZGU6NDgzMTc=,RmlnaHRlck5vZGU6MjI2NTA=,RmlnaHRlck5vZGU6NDgzMTc=,PL,Catchweight,165.0,KO/TKO,,1.0,1:03,-300.0,240.0,0
RmlnaHROb2RlOjYxNzgy,61782,james-gray-vs-roderick-stewart-61782,RXZlbnROb2RlOjY0NjA=,RmlnaHRlck5vZGU6MTUzMTI=,RmlnaHRlck5vZGU6NDg4ODc=,RmlnaHRlck5vZGU6NDg4ODc=,PL,Middleweight,185.0,Decision,Unanimous,3.0,5:00,350.0,-450.0,0
RmlnaHROb2RlOjYyMDg3,62087,cameron-delavega-vs-jesse-desrosier-62087,RXZlbnROb2RlOjY0NjA=,RmlnaHRlck5vZGU6Njk0NTE=,RmlnaHRlck5vZGU6Njk0NTI=,,PL,Catchweight,175.0,,,,,100.0,-130.0,0
RmlnaHROb2RlOjYxNDQ5,61449,brandon-meneses-vs-willie-gates-61449,RXZlbnROb2RlOjY0NjA=,RmlnaHRlck5vZGU6NDU3MjM=,RmlnaHRlck5vZGU6MjE4OA==,RmlnaHRlck5vZGU6MjE4OA==,MC,Bantamweight,135.0,KO/TKO,,1.0,1:24,-245.0,195.0,0
RmlnaHROb2RlOjYyMzg2,62386,jeremiah-castillo-vs-jake-heffernan-62386,RXZlbnROb2RlOjY0NjA=,RmlnaHRlck5vZGU6MTAxMzc=,RmlnaHRlck5vZGU6MzI0MA==,RmlnaHRlck5vZGU6MzI0MA==,MC,Lightweight,155.0,KO/TKO,,1.0,1:54,800.0,-1400.0,0
RmlnaHROb2RlOjYxNzU3,61757,darren-whitney-vs-rodney-hinton-61757,RXZlbnROb2RlOjY0NjA=,RmlnaHRlck5vZGU6MjgxNTI=,RmlnaHRlck5vZGU6NjY0MTU=,RmlnaHRlck5vZGU6NjY0MTU=,MC,Catchweight,165.0,Decision,Unanimous,5.0,5:00,240.0,-300.0,0
RmlnaHROb2RlOjc3NzA1,77705,cameron-delano-vs-jesse-desrosier-77705,RXZlbnROb2RlOjY0NjA=,RmlnaHRlck5vZGU6NzIyOTI=,RmlnaHRlck5vZGU6Njk0NTI=,RmlnaHRlck5vZGU6NzIyOTI=,PL,Catchweight,175.0,KO/TKO,,3.0,1:05,,,0
RmlnaHROb2RlOjYxNTcy,61572,anthony-garrett-vs-haze-wilson-61572,RXZlbnROb2RlOjY0NjA=,RmlnaHRlck5vZGU6MzM0NTI=,RmlnaHRlck5vZGU6Njg5MTM=,RmlnaHRlck5vZGU6MzM0NTI=,MC,,,KO/TKO,,1.0,1:36,-120.0,-110.0,0
RmlnaHROb2RlOjYxNDY0,61464,kenzie-morrison-vs-alex-davis-61464,RXZlbnROb2RlOjY0NjA=,RmlnaHRlck5vZGU6Njg4MzI=,RmlnaHRlck5vZGU6NjUxNTU=,RmlnaHRlck5vZGU6Njg4MzI=,MC,,,KO/TKO,,1.0,1:03,-800.0,550.0,0
RmlnaHROb2RlOjYxNTMy,61532,jessica-eye-vs-mariya-agapova-61532,RXZlbnROb2RlOjY0NjA=,RmlnaHRlck5vZGU6MTA1MQ==,RmlnaHRlck5vZGU6MjE3NDI=,RmlnaHRlck5vZGU6MTA1MQ==,MC,Flyweight,125.0,Overturned to No Contest,Unanimous,5.0,5:00,155.0,-185.0,0
RmlnaHROb2RlOjYyMTY4,62168,andrei-arlovski-vs-josh-copeland-62168,RXZlbnROb2RlOjY0NjA=,RmlnaHRlck5vZGU6MTA=,RmlnaHRlck5vZGU6NjA5Ng==,RmlnaHRlck5vZGU6MTA=,CO,,,KO/TKO,Doctor Stoppage (Cut),4.0,2:00,-280.0,220.0,0
RmlnaHROb2RlOjYyNDk1,62495,andrew-anthony-vs-krzysztof-wisniewski-62495,RXZlbnROb2RlOjY1ODI=,RmlnaHRlck5vZGU6Njk4MjE=,RmlnaHRlck5vZGU6Njk4MjI=,,MC,,,,,,,,,1
RmlnaHROb2RlOjYyNDk2,62496,liam-smyth-vs-rafa-witkowski-62496,RXZlbnROb2RlOjY1ODI=,RmlnaHRlck5vZGU6Njk4MjM=,RmlnaHRlck5vZGU6Njk4MjQ=,RmlnaHRlck5vZGU6Njk4MjM=,PL,,,KO/TKO,,4.0,1:56,115.0,-135.0,0
RmlnaHROb2RlOjYyNDg5,62489,marley-churcher-vs-anthony-holmes-62489,RXZlbnROb2RlOjY1ODI=,RmlnaHRlck5vZGU6Njk4MTI=,RmlnaHRlck5vZGU6NDkwMjk=,,MC,Middleweight,185.0,,,,,170.0,-200.0,1
RmlnaHROb2RlOjYyNDkz,62493,tony-lafferty-vs-toby-bindon-62493,RXZlbnROb2RlOjY1ODI=,RmlnaHRlck5vZGU6Njk4MTk=,RmlnaHRlck5vZGU6NTAzNDQ=,,MC,,,,,,,-140.0,120.0,1
RmlnaHROb2RlOjYyNDk0,62494,kris-trezise-vs-paul-osullivan-62494,RXZlbnROb2RlOjY1ODI=,RmlnaHRlck5vZGU6Njk4MjA=,RmlnaHRlck5vZGU6NjI5ODQ=,RmlnaHRlck5vZGU6Njk4MjA=,MC,Catchweight,175.0,Decision,Unanimous,5.0,5:00,-260.0,220.0,0
RmlnaHROb2RlOjY5MjY4,69268,jelle-zeegers-vs-toby-bindon-69268,RXZlbnROb2RlOjY1ODI=,RmlnaHRlck5vZGU6NDc5NDM=,RmlnaHRlck5vZGU6NTAzNDQ=,RmlnaHRlck5vZGU6NDc5NDM=,MC,Featherweight,145.0,KO/TKO,,2.0,1:54,,,0
RmlnaHROb2RlOjYyNDg3,62487,george-thorpe-vs-macaulay-bygraves-62487,RXZlbnROb2RlOjY1ODI=,RmlnaHRlck5vZGU6NTAyNDE=,RmlnaHRlck5vZGU6NjI5ODU=,RmlnaHRlck5vZGU6NjI5ODU=,MC,Catchweight,175.0,Decision,Unanimous,5.0,5:00,-108.0,-112.0,0
RmlnaHROb2RlOjcwMTM5,70139,krzysztof-wisniewski-vs-thai-tetley-70139,RXZlbnROb2RlOjY1ODI=,RmlnaHRlck5vZGU6Njk4MjI=,RmlnaHRlck5vZGU6NzI2MzI=,RmlnaHRlck5vZGU6Njk4MjI=,MC,,,KO/TKO,,2.0,1:49,,,0
