id,pk,slug,event_id,fighter_1_id,fighter_2_id,winner_id,bout_type,weight_class,weight_lbs,outcome_method,outcome_method_details,end_round,end_round_time,fighter_1_odds,fighter_2_odds,is_cancelled
RmlnaHROb2RlOjY3MTc2,67176,josh-watson-vs-kyle-mcelroy-67176,RXZlbnROb2RlOjQyNzc=,RmlnaHRlck5vZGU6NDIyMzQ=,RmlnaHRlck5vZGU6NDEyNjY=,RmlnaHRlck5vZGU6NDIyMzQ=,PL,Heavyweight,265.0,KO/TKO,Punches,1.0,1:24,,,0
RmlnaHROb2RlOjY3MTc3,67177,jayme-hinshaw-vs-cassie-robb-67177,RXZlbnROb2RlOjQyNzc=,RmlnaHRlck5vZGU6MjA4NTk=,RmlnaHRlck5vZGU6MjU1Mg==,RmlnaHRlck5vZGU6MjA4NTk=,PL,Atomweight,105.0,KO/TKO,Punches,1.0,1:18,,,0
RmlnaHROb2RlOjQxODk2,41896,joshua-moreno-vs-zion-tomlinson-sr-41896,RXZlbnROb2RlOjQyNzc=,RmlnaHRlck5vZGU6MjQ0Mzk=,RmlnaHRlck5vZGU6Mzg2MDE=,RmlnaHRlck5vZGU6MjQ0Mzk=,MC,Catchweight,175.0,KO/TKO,,2.0,1:00,-265.0,205.0,0
RmlnaHROb2RlOjQxOTY1,41965,brad-kelly-vs-isaac-vallie-flagg-41965,RXZlbnROb2RlOjQyNzc=,RmlnaHRlck5vZGU6NDEyODU=,RmlnaHRlck5vZGU6MTM3Nw==,RmlnaHRlck5vZGU6NDEyODU=,MC,Catchweight,165.0,Decision,Unanimous,5.0,5:00,-300.0,240.0,0
RmlnaHROb2RlOjY3MTc4,67178,jeremy-sauceda-vs-roderick-stewart-67178,RXZlbnROb2RlOjQyNzc=,RmlnaHRlck5vZGU6NDgzMTc=,RmlnaHRlck5vZGU6NDg4ODc=,RmlnaHRlck5vZGU6NDgzMTc=,PL,Catchweight,175.0,KO/TKO,,2.0,1:38,,,0
RmlnaHROb2RlOjY3MTcx,67171,christine-ferea-vs-taylor-starling-67171,RXZlbnROb2RlOjQyNzc=,RmlnaHRlck5vZGU6MTQzMzI=,RmlnaHRlck5vZGU6MzM2MTk=,RmlnaHRlck5vZGU6MTQzMzI=,ME,Flyweight,125.0,KO/TKO,Punches and Verbal Submission,1.0,0:40,,,0
RmlnaHROb2RlOjQxODIx,41821,john-dodson-vs-ryan-benoit-41821,RXZlbnROb2RlOjQyNzc=,RmlnaHRlck5vZGU6MTAzNQ==,RmlnaHRlck5vZGU6MzQwMw==,RmlnaHRlck5vZGU6MTAzNQ==,CO,Catchweight,130.0,KO/TKO,Punches,1.0,0:40,-265.0,205.0,0
RmlnaHROb2RlOjY3MTc1,67175,tony-soto-vs-joshua-morales-67175,RXZlbnROb2RlOjQyNzc=,RmlnaHRlck5vZGU6NDEyNjM=,RmlnaHRlck5vZGU6MTcwODk=,RmlnaHRlck5vZGU6NDEyNjM=,MC,Lightweight,155.0,KO/TKO,Left Jab and Right Hand,3.0,1:49,,,0
RmlnaHROb2RlOjQyNTQ4,42548,steven-banks-vs-ahmed-el-tayeb-42548,RXZlbnROb2RlOjQzNzU=,RmlnaHRlck5vZGU6MjEyNg==,RmlnaHRlck5vZGU6NDM4NDU=,RmlnaHRlck5vZGU6MjEyNg==,MC,Heavyweight,265.0,KO/TKO,,1.0,0:53,,,0
RmlnaHROb2RlOjcxOTg4,71988,jordan-christensen-vs-cody-beierle-71988,RXZlbnROb2RlOjQzNTY=,RmlnaHRlck5vZGU6MzU1OTA=,RmlnaHRlck5vZGU6NDgzOTQ=,RmlnaHRlck5vZGU6MzU1OTA=,MC,Catchweight,180.0,KO/TKO,,1.0,0:26,,,0
RmlnaHROb2RlOjcxOTg2,71986,billy-wagner-vs-henry-lindsay-71986,RXZlbnROb2RlOjQzNTY=,RmlnaHRlck5vZGU6NDUxNDU=,RmlnaHRlck5vZGU6ODY1Nw==,RmlnaHRlck5vZGU6NDUxNDU=,MC,Welterweight,170.0,KO/TKO,,2.0,1:24,,,0
RmlnaHROb2RlOjcxOTkw,71990,dakota-highpine-vs-koda-greenwood-71990,RXZlbnROb2RlOjQzNTY=,RmlnaHRlck5vZGU6NDg0ODI=,RmlnaHRlck5vZGU6NDgzOTk=,RmlnaHRlck5vZGU6NDg0ODI=,PL,Featherweight,145.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjQyNTE1,42515,leo-bercier-vs-brian-maxwell-42515,RXZlbnROb2RlOjQzNTY=,RmlnaHRlck5vZGU6MTYyOTQ=,RmlnaHRlck5vZGU6Mjc3NjY=,RmlnaHRlck5vZGU6MTYyOTQ=,PL,Catchweight,200.0,KO/TKO,,2.0,0:43,-350.0,275.0,0
RmlnaHROb2RlOjcxOTg5,71989,erik-lopez-vs-manuel-moreira-71989,RXZlbnROb2RlOjQzNTY=,RmlnaHRlck5vZGU6NDQ4NTA=,RmlnaHRlck5vZGU6NDI5OTU=,RmlnaHRlck5vZGU6NDQ4NTA=,PL,Lightweight,155.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjcxOTg0,71984,kai-stewart-vs-rusty-crowder-71984,RXZlbnROb2RlOjQzNTY=,RmlnaHRlck5vZGU6NDIyMzA=,RmlnaHRlck5vZGU6NzQwNQ==,RmlnaHRlck5vZGU6NDIyMzA=,MC,Featherweight,145.0,Decision,Split,5.0,5:00,,,0
RmlnaHROb2RlOjcxOTg1,71985,gorjan-slaveski-vs-dallas-davison-71985,RXZlbnROb2RlOjQzNTY=,RmlnaHRlck5vZGU6NDQ4NTU=,RmlnaHRlck5vZGU6NDIyMzg=,RmlnaHRlck5vZGU6NDQ4NTU=,MC,Catchweight,165.0,KO/TKO,,2.0,1:24,,,0
RmlnaHROb2RlOjcxOTg3,71987,louie-lopez-vs-dylan-schulte-71987,RXZlbnROb2RlOjQzNTY=,RmlnaHRlck5vZGU6Mzk0NDg=,RmlnaHRlck5vZGU6MzUyNTQ=,RmlnaHRlck5vZGU6Mzk0NDg=,MC,Featherweight,145.0,KO/TKO,,4.0,0:50,,,0
RmlnaHROb2RlOjQyNTE0,42514,joe-riggs-vs-josh-dyer-42514,RXZlbnROb2RlOjQzNTY=,RmlnaHRlck5vZGU6ODI2,RmlnaHRlck5vZGU6MjE0NDM=,RmlnaHRlck5vZGU6ODI2,CO,Middleweight,185.0,Ends in a No Contest,Accidental Headbutt,1.0,5:00,-115.0,-115.0,0
RmlnaHROb2RlOjQyNTk4,42598,britain-hart-vs-charisa-sigala-42598,RXZlbnROb2RlOjQzNTY=,RmlnaHRlck5vZGU6MzUxODE=,RmlnaHRlck5vZGU6MzA1MTI=,RmlnaHRlck5vZGU6MzUxODE=,ME,Strawweight,115.0,Decision,Unanimous,5.0,5:00,-300.0,240.0,0
RmlnaHROb2RlOjczNDQ4,73448,ben-rothwell-vs-bobo-obannon-73448,RXZlbnROb2RlOjQzOTk=,RmlnaHRlck5vZGU6MjA=,RmlnaHRlck5vZGU6MzUyMDI=,RmlnaHRlck5vZGU6MjA=,CO,,300.0,KO/TKO,Punches,1.0,0:19,,,0
RmlnaHROb2RlOjczNDUw,73450,duke-sensley-vs-dennis-labruzza-73450,RXZlbnROb2RlOjQzOTk=,RmlnaHRlck5vZGU6NDg1Nzk=,RmlnaHRlck5vZGU6NDg1Nzg=,RmlnaHRlck5vZGU6NDg1Nzk=,MC,Middleweight,185.0,KO/TKO,,4.0,0:38,,,0
RmlnaHROb2RlOjczNDQ5,73449,kaleb-harris-vs-harris-stephenson-73449,RXZlbnROb2RlOjQzOTk=,RmlnaHRlck5vZGU6MzUyMDA=,RmlnaHRlck5vZGU6MTk4MTk=,RmlnaHRlck5vZGU6MzUyMDA=,MC,Welterweight,170.0,KO/TKO,,2.0,1:46,,,0
RmlnaHROb2RlOjQyODg0,42884,brandon-shavers-vs-nathan-mitchell-42884,RXZlbnROb2RlOjQzOTk=,RmlnaHRlck5vZGU6ODUyOA==,RmlnaHRlck5vZGU6MzY5NDk=,RmlnaHRlck5vZGU6ODUyOA==,MC,Catchweight,165.0,KO/TKO,,1.0,0:59,,,0
RmlnaHROb2RlOjczNDUz,73453,david-bosnick-vs-loren-thibodeaux-73453,RXZlbnROb2RlOjQzOTk=,RmlnaHRlck5vZGU6ODE5NQ==,RmlnaHRlck5vZGU6NDQ0MjU=,RmlnaHRlck5vZGU6ODE5NQ==,PL,Lightweight,155.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjczNDUx,73451,noah-cutter-vs-blake-lacaze-73451,RXZlbnROb2RlOjQzOTk=,RmlnaHRlck5vZGU6NDE0Mjk=,RmlnaHRlck5vZGU6NDg1ODA=,RmlnaHRlck5vZGU6NDE0Mjk=,MC,Catchweight,175.0,KO/TKO,,2.0,1:09,,,0
RmlnaHROb2RlOjQyNjY3,42667,tony-jenkins-vs-ravon-baxter-42667,RXZlbnROb2RlOjQzOTk=,RmlnaHRlck5vZGU6MTUyNDU=,RmlnaHRlck5vZGU6NDE3ODY=,RmlnaHRlck5vZGU6MTUyNDU=,MC,Middleweight,185.0,KO/TKO,,3.0,1:05,120.0,-150.0,0
RmlnaHROb2RlOjczNDUy,73452,juan-torres-vs-zachary-calmus-73452,RXZlbnROb2RlOjQzOTk=,RmlnaHRlck5vZGU6ODcxOQ==,RmlnaHRlck5vZGU6Mzk0NDY=,RmlnaHRlck5vZGU6ODcxOQ==,PL,Heavyweight,265.0,Decision,Split,5.0,5:00,,,0
RmlnaHROb2RlOjczNDQ3,73447,lorenzo-hunt-vs-quentin-henry-73447,RXZlbnROb2RlOjQzOTk=,RmlnaHRlck5vZGU6MTc4OTU=,RmlnaHRlck5vZGU6NzM3NA==,RmlnaHRlck5vZGU6MTc4OTU=,ME,Light Heavyweight,205.0,KO/TKO,,3.0,1:36,,,0
RmlnaHROb2RlOjcxMzE3,71317,gorjan-slaveski-vs-evgeny-kurdanov-71317,RXZlbnROb2RlOjQzOTQ=,RmlnaHRlck5vZGU6NDQ4NTU=,RmlnaHRlck5vZGU6NDg5NDY=,RmlnaHRlck5vZGU6NDQ4NTU=,MC,Catchweight,175.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjcxMzE4,71318,khortni-kamyron-vs-crystal-pittman-71318,RXZlbnROb2RlOjQzOTQ=,RmlnaHRlck5vZGU6NDg5Mzk=,RmlnaHRlck5vZGU6NDIyMzU=,RmlnaHRlck5vZGU6NDg5Mzk=,PL,Bantamweight,135.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjcxMzIx,71321,christian-torres-vs-cory-madden-71321,RXZlbnROb2RlOjQzOTQ=,RmlnaHRlck5vZGU6OTA1MQ==,RmlnaHRlck5vZGU6NDg2ODk=,RmlnaHRlck5vZGU6OTA1MQ==,MC,Catchweight,165.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjcxMzE1,71315,mike-richman-vs-isaac-doolittle-71315,RXZlbnROb2RlOjQzOTQ=,RmlnaHRlck5vZGU6MTk2NQ==,RmlnaHRlck5vZGU6MzU4MTU=,RmlnaHRlck5vZGU6MTk2NQ==,ME,Light Heavyweight,205.0,KO/TKO,Punches,3.0,1:35,,,0
RmlnaHROb2RlOjQyMzU4,42358,paige-vanzant-vs-charisa-sigala-42358,RXZlbnROb2RlOjQzOTQ=,RmlnaHRlck5vZGU6MjU2Mw==,RmlnaHRlck5vZGU6MzA1MTI=,,ME,Flyweight,125.0,,,,,,,1
RmlnaHROb2RlOjcxMzIw,71320,keegan-vandermeer-vs-zeb-vincent-71320,RXZlbnROb2RlOjQzOTQ=,RmlnaHRlck5vZGU6NDg5MzY=,RmlnaHRlck5vZGU6NDg5Mzc=,RmlnaHRlck5vZGU6NDg5MzY=,PL,Light Heavyweight,205.0,KO/TKO,Punches,1.0,0:40,,,0
RmlnaHROb2RlOjcxMzE5,71319,andrew-angelcor-vs-van-vo-71319,RXZlbnROb2RlOjQzOTQ=,RmlnaHRlck5vZGU6NDUxNDc=,RmlnaHRlck5vZGU6MzY2MTQ=,RmlnaHRlck5vZGU6NDUxNDc=,MC,Lightweight,155.0,KO/TKO,Left Hook,3.0,1:59,,,0
RmlnaHROb2RlOjcxMzIy,71322,andrew-yates-vs-nolan-mclaughlin-71322,RXZlbnROb2RlOjQzOTQ=,RmlnaHRlck5vZGU6NTgwNQ==,RmlnaHRlck5vZGU6MTQ1Nzg=,RmlnaHRlck5vZGU6NTgwNQ==,MC,Catchweight,165.0,KO/TKO,Right Hand,1.0,0:19,,,0
RmlnaHROb2RlOjQyNzA1,42705,chris-camozzi-vs-bubba-mcdaniel-42705,RXZlbnROb2RlOjQzOTQ=,RmlnaHRlck5vZGU6OTg5,RmlnaHRlck5vZGU6MTE5MA==,RmlnaHRlck5vZGU6OTg5,MC,Catchweight,200.0,KO/TKO,Right Hand,1.0,0:37,-650.0,475.0,0
RmlnaHROb2RlOjQyOTEy,42912,brandon-girtz-vs-jake-lindsey-42912,RXZlbnROb2RlOjQzOTQ=,RmlnaHRlck5vZGU6MTQ5Mw==,RmlnaHRlck5vZGU6MjkyNw==,RmlnaHRlck5vZGU6MjkyNw==,CO,Welterweight,170.0,KO/TKO,Doctor Stoppage,2.0,3:00,165.0,-205.0,0
RmlnaHROb2RlOjcxMzE2,71316,josh-copeland-vs-levi-da-costa-71316,RXZlbnROb2RlOjQzOTQ=,RmlnaHRlck5vZGU6NjA5Ng==,RmlnaHRlck5vZGU6MTE1OTg=,RmlnaHRlck5vZGU6NjA5Ng==,MC,,,KO/TKO,Left Hand,3.0,2:00,,,0
RmlnaHROb2RlOjY4Njg2,68686,tony-murphy-vs-shane-stapp-68686,RXZlbnROb2RlOjQ0MzY=,RmlnaHRlck5vZGU6Mzg2MTM=,RmlnaHRlck5vZGU6NDkwMzQ=,RmlnaHRlck5vZGU6Mzg2MTM=,PL,Catchweight,175.0,KO/TKO,Right Hooks,1.0,0:55,,,0
RmlnaHROb2RlOjQyODk2,42896,reginald-barnett-jr-vs-geane-herrera-42896,RXZlbnROb2RlOjQ0MzY=,RmlnaHRlck5vZGU6MjA2NjQ=,RmlnaHRlck5vZGU6NjU3OQ==,RmlnaHRlck5vZGU6MjA2NjQ=,ME,Bantamweight,135.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjY4Njgx,68681,travis-thompson-vs-david-diaz-68681,RXZlbnROb2RlOjQ0MzY=,RmlnaHRlck5vZGU6MzUxOTQ=,RmlnaHRlck5vZGU6Mzg2MDA=,RmlnaHRlck5vZGU6MzUxOTQ=,MC,Bantamweight,135.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjY4Njgz,68683,ryan-reber-vs-jack-grady-68683,RXZlbnROb2RlOjQ0MzY=,RmlnaHRlck5vZGU6NDUxMjg=,RmlnaHRlck5vZGU6NDIyMTI=,RmlnaHRlck5vZGU6NDUxMjg=,MC,Bantamweight,135.0,Disqualification,Intentional Headbutt,2.0,1:56,,,0
RmlnaHROb2RlOjY4Njgy,68682,jr-ridge-vs-chancey-wilson-68682,RXZlbnROb2RlOjQ0MzY=,RmlnaHRlck5vZGU6NDMxNzU=,RmlnaHRlck5vZGU6MzMyNDI=,RmlnaHRlck5vZGU6NDMxNzU=,MC,Flyweight,125.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjY4Njc5,68679,bobby-taylor-vs-gabriel-freyre-68679,RXZlbnROb2RlOjQ0MzY=,RmlnaHRlck5vZGU6NjkzMQ==,RmlnaHRlck5vZGU6NDg5MjY=,RmlnaHRlck5vZGU6NjkzMQ==,MC,Lightweight,155.0,KO/TKO,Punches,2.0,1:39,,,0
RmlnaHROb2RlOjY4Njg1,68685,jafar-fortt-vs-chris-cornelius-68685,RXZlbnROb2RlOjQ0MzY=,RmlnaHRlck5vZGU6NDkyNDk=,RmlnaHRlck5vZGU6NDkyNDg=,RmlnaHRlck5vZGU6NDkyNDk=,PL,Catchweight,165.0,KO/TKO,Straight Left Hand,1.0,0:20,,,0
RmlnaHROb2RlOjY4Njg0,68684,brandon-allen-vs-joshua-marer-68684,RXZlbnROb2RlOjQ0MzY=,RmlnaHRlck5vZGU6NDEyNjg=,RmlnaHRlck5vZGU6MzU4MjE=,RmlnaHRlck5vZGU6NDEyNjg=,PL,Featherweight,145.0,KO/TKO,Right Hand,3.0,1:46,,,0
RmlnaHROb2RlOjQyOTgz,42983,jonathan-miller-vs-stephon-reese-42983,RXZlbnROb2RlOjQ0MzY=,RmlnaHRlck5vZGU6MjY4MTE=,RmlnaHRlck5vZGU6MjA1NDI=,RmlnaHRlck5vZGU6MjY4MTE=,MC,Light Heavyweight,205.0,KO/TKO,Left Hook,1.0,1:44,-130.0,100.0,0
RmlnaHROb2RlOjY4Njgw,68680,jessica-borga-vs-sarah-click-68680,RXZlbnROb2RlOjQ0MzY=,RmlnaHRlck5vZGU6MzE2ODM=,RmlnaHRlck5vZGU6ODc3Nw==,RmlnaHRlck5vZGU6MzE2ODM=,MC,Catchweight,150.0,KO/TKO,Punches,1.0,1:15,,,0
RmlnaHROb2RlOjY4Njc4,68678,jared-warren-vs-jay-jackson-68678,RXZlbnROb2RlOjQ0MzY=,RmlnaHRlck5vZGU6MzUyMTI=,RmlnaHRlck5vZGU6MTQ3MDA=,RmlnaHRlck5vZGU6MzUyMTI=,CO,Middleweight,185.0,KO/TKO,Punches,2.0,2:00,,,0
RmlnaHROb2RlOjQzMDQy,43042,justin-grizzard-vs-andrew-potter-43042,RXZlbnROb2RlOjQ0Mzk=,RmlnaHRlck5vZGU6MjUz,RmlnaHRlck5vZGU6MjY5MjA=,,PL,Catchweight,200.0,,,,,-215.0,175.0,1
RmlnaHROb2RlOjQzMDA3,43007,kassius-holdorf-vs-henry-lindsay-43007,RXZlbnROb2RlOjQ0Mzk=,RmlnaHRlck5vZGU6Nzg0Mg==,RmlnaHRlck5vZGU6ODY1Nw==,,PL,Catchweight,165.0,,,,,,,1
RmlnaHROb2RlOjQzMDY3,43067,brandon-meyer-vs-shaine-moffitt-43067,RXZlbnROb2RlOjQ0Mzk=,RmlnaHRlck5vZGU6MjI5NzM=,RmlnaHRlck5vZGU6MTUwODM=,RmlnaHRlck5vZGU6MjI5NzM=,PL,Lightweight,155.0,KO/TKO,Right Hand,1.0,1:03,125.0,-155.0,0
RmlnaHROb2RlOjQzMDA2,43006,alonzo-martinez-vs-adalberto-serrano-43006,RXZlbnROb2RlOjQ0Mzk=,RmlnaHRlck5vZGU6MTM4,RmlnaHRlck5vZGU6MjkxNjQ=,,MC,Catchweight,160.0,,,,,,,1
RmlnaHROb2RlOjQzMDA4,43008,jeff-souder-vs-jaquis-williams-43008,RXZlbnROb2RlOjQ0Mzk=,RmlnaHRlck5vZGU6MjI5ODA=,RmlnaHRlck5vZGU6NjU4Mg==,,MC,Catchweight,200.0,,,,,-205.0,165.0,1
RmlnaHROb2RlOjQzMTMx,43131,dakota-cochrane-vs-robbie-peralta-43131,RXZlbnROb2RlOjQ0Mzk=,RmlnaHRlck5vZGU6MTcz,RmlnaHRlck5vZGU6MTI2MA==,,MC,Catchweight,165.0,,,,,,,0
RmlnaHROb2RlOjYyODg2,62886,tommy-strydom-vs-cody-land-62886,RXZlbnROb2RlOjQ0Mzk=,RmlnaHRlck5vZGU6NDkwMzM=,RmlnaHRlck5vZGU6MTcw,RmlnaHRlck5vZGU6NDkwMzM=,MC,Featherweight,145.0,KO/TKO,,2.0,1:51,,,0
RmlnaHROb2RlOjQzNDA3,43407,dakota-cochrane-vs-eduardo-peralta-43407,RXZlbnROb2RlOjQ0Mzk=,RmlnaHRlck5vZGU6MTcz,RmlnaHRlck5vZGU6MzU0NzY=,RmlnaHRlck5vZGU6MTcz,MC,Catchweight,175.0,KO/TKO,,5.0,0:35,,,0
RmlnaHROb2RlOjYyODg1,62885,carlos-trinidad-vs-rynell-riley-62885,RXZlbnROb2RlOjQ0Mzk=,RmlnaHRlck5vZGU6NDU0NjM=,RmlnaHRlck5vZGU6NDMwMDU=,RmlnaHRlck5vZGU6NDU0NjM=,MC,Catchweight,165.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjQzNDA4,43408,alonzo-martinez-vs-jordan-christensen-43408,RXZlbnROb2RlOjQ0Mzk=,RmlnaHRlck5vZGU6MTM4,RmlnaHRlck5vZGU6MzU1OTA=,RmlnaHRlck5vZGU6MTM4,MC,Catchweight,175.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjQzMDY2,43066,sean-wilson-vs-kevin-croom-43066,RXZlbnROb2RlOjQ0Mzk=,RmlnaHRlck5vZGU6MzA2,RmlnaHRlck5vZGU6MjY0,RmlnaHRlck5vZGU6MjY0,CO,Lightweight,155.0,KO/TKO,,2.0,1:36,100.0,-130.0,0
RmlnaHROb2RlOjQzMDA5,43009,drako-rodriguez-vs-will-shutt-43009,RXZlbnROb2RlOjQ0Mzk=,RmlnaHRlck5vZGU6MTc4Nzk=,RmlnaHRlck5vZGU6OTQ5OQ==,RmlnaHRlck5vZGU6MTc4Nzk=,MC,Featherweight,145.0,KO/TKO,,3.0,0:51,-400.0,300.0,0
RmlnaHROb2RlOjYyOTM3,62937,sarah-shell-vs-audra-cummings-62937,RXZlbnROb2RlOjQ0Mzk=,RmlnaHRlck5vZGU6MzEyNTI=,RmlnaHRlck5vZGU6NDM1MzU=,RmlnaHRlck5vZGU6MzEyNTI=,PL,Flyweight,125.0,KO/TKO,,2.0,1:08,,,0
RmlnaHROb2RlOjQyOTU2,42956,joey-beltran-vs-houston-alexander-42956,RXZlbnROb2RlOjQ0Mzk=,RmlnaHRlck5vZGU6OTYz,RmlnaHRlck5vZGU6MjA5,RmlnaHRlck5vZGU6MjA5,ME,Light Heavyweight,205.0,KO/TKO,Punches,2.0,0:38,-205.0,165.0,0
RmlnaHROb2RlOjcyMDQy,72042,john-ferguson-vs-tom-scott-72042,RXZlbnROb2RlOjQ0MTU=,RmlnaHRlck5vZGU6NDkwMzE=,RmlnaHRlck5vZGU6NDkwMzA=,RmlnaHRlck5vZGU6NDkwMzE=,MC,Middleweight,185.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjcyMDQ0,72044,melanie-shah-vs-mathilda-wilson-72044,RXZlbnROb2RlOjQ0MTU=,RmlnaHRlck5vZGU6NDkzNTE=,RmlnaHRlck5vZGU6NDkzNTA=,RmlnaHRlck5vZGU6NDkzNTE=,PL,Flyweight,125.0,Decision,Split,5.0,5:00,,,0
RmlnaHROb2RlOjcyMDQz,72043,nathan-owens-vs-david-round-72043,RXZlbnROb2RlOjQ0MTU=,RmlnaHRlck5vZGU6NDkzNDc=,RmlnaHRlck5vZGU6NDY2MA==,RmlnaHRlck5vZGU6NDkzNDc=,MC,Middleweight,185.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjcyMDQx,72041,danny-christie-vs-darren-godfrey-72041,RXZlbnROb2RlOjQ0MTU=,RmlnaHRlck5vZGU6NDc1NzQ=,RmlnaHRlck5vZGU6NDk2ODU=,RmlnaHRlck5vZGU6NDc1NzQ=,MC,Middleweight,185.0,KO/TKO,Uppercuts,1.0,1:07,,,0
RmlnaHROb2RlOjQyNjUz,42653,mick-terrill-vs-steven-banks-42653,RXZlbnROb2RlOjQ0MTU=,RmlnaHRlck5vZGU6Mzk0NDU=,RmlnaHRlck5vZGU6MjEyNg==,RmlnaHRlck5vZGU6Mzk0NDU=,ME,Heavyweight,265.0,KO/TKO,Doctor Stoppage (Cut),2.0,2:00,,,0
RmlnaHROb2RlOjcyMDQw,72040,anthony-holmes-vs-darren-hendry-72040,RXZlbnROb2RlOjQ0MTU=,RmlnaHRlck5vZGU6NDkwMjk=,RmlnaHRlck5vZGU6NDkwMjg=,RmlnaHRlck5vZGU6NDkwMjk=,CO,Catchweight,195.0,KO/TKO,Right Hand,4.0,0:29,,,0
RmlnaHROb2RlOjY2MzAw,66300,joshuah-alvarez-vs-glendel-futrell-66300,RXZlbnROb2RlOjQ0NDg=,RmlnaHRlck5vZGU6NDI4Mjg=,RmlnaHRlck5vZGU6NDQ3NjM=,RmlnaHRlck5vZGU6NDI4Mjg=,MC,Catchweight,160.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjY2MzAz,66303,freddy-masabo-vs-shawn-moffett-66303,RXZlbnROb2RlOjQ0NDg=,RmlnaHRlck5vZGU6NDY3MjQ=,RmlnaHRlck5vZGU6MzMyNjk=,RmlnaHRlck5vZGU6NDY3MjQ=,PL,Featherweight,145.0,KO/TKO,Knee Injury,1.0,0:27,,,0
RmlnaHROb2RlOjY2Mjk3,66297,bryan-duran-vs-kobe-bowen-66297,RXZlbnROb2RlOjQ0NDg=,RmlnaHRlck5vZGU6NDQ3NjI=,RmlnaHRlck5vZGU6MzUwNTQ=,RmlnaHRlck5vZGU6NDQ3NjI=,MC,Lightweight,155.0,KO/TKO,Punches,1.0,0:15,,,0
RmlnaHROb2RlOjY2Mjk4,66298,rene-rodriguez-vs-jake-young-66298,RXZlbnROb2RlOjQ0NDg=,RmlnaHRlck5vZGU6NDk2NzU=,RmlnaHRlck5vZGU6Njc0MjM=,RmlnaHRlck5vZGU6NDk2NzU=,MC,Welterweight,170.0,KO/TKO,Left Hand,1.0,1:57,,,0
RmlnaHROb2RlOjY2Mjk5,66299,gee-perez-vs-rob-fuller-66299,RXZlbnROb2RlOjQ0NDg=,RmlnaHRlck5vZGU6NDk2NzY=,RmlnaHRlck5vZGU6MzM2NTM=,RmlnaHRlck5vZGU6NDk2NzY=,MC,Catchweight,130.0,KO/TKO,,1.0,1:54,,,0
RmlnaHROb2RlOjY2Mjk2,66296,christine-vicens-vs-jocelyn-jones-lybarger-66296,RXZlbnROb2RlOjQ0NDg=,RmlnaHRlck5vZGU6NDM5MjE=,RmlnaHRlck5vZGU6NjcwNw==,RmlnaHRlck5vZGU6NDM5MjE=,MC,Catchweight,130.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjY2Mjkz,66293,david-mundell-vs-francesco-ricchi-66293,RXZlbnROb2RlOjQ0NDg=,RmlnaHRlck5vZGU6MTEwMzg=,RmlnaHRlck5vZGU6MzUyMTc=,RmlnaHRlck5vZGU6MTEwMzg=,CO,Catchweight,175.0,KO/TKO,Left Hand,3.0,1:48,,,0
RmlnaHROb2RlOjcxOTk1,71995,matt-russo-vs-jakobi-lowery-71995,RXZlbnROb2RlOjQ0NDg=,RmlnaHRlck5vZGU6NDk3MjU=,RmlnaHRlck5vZGU6NTAwNTY=,RmlnaHRlck5vZGU6NDk3MjU=,PL,Catchweight,130.0,KO/TKO,Doctor Stoppage (Vision Issue),1.0,2:00,,,0
RmlnaHROb2RlOjY2MzAy,66302,jeremy-smith-vs-leo-valdivia-66302,RXZlbnROb2RlOjQ0NDg=,RmlnaHRlck5vZGU6Mzc1MDE=,RmlnaHRlck5vZGU6MzUwMg==,RmlnaHRlck5vZGU6Mzc1MDE=,PL,Middleweight,185.0,KO/TKO,Left Hands,3.0,1:52,,,0
RmlnaHROb2RlOjY2MzAx,66301,alberto-blas-vs-jeremiah-potts-66301,RXZlbnROb2RlOjQ0NDg=,RmlnaHRlck5vZGU6MjMxNDA=,RmlnaHRlck5vZGU6NDk3Mjc=,RmlnaHRlck5vZGU6MjMxNDA=,PL,Bantamweight,135.0,KO/TKO,Punches,1.0,0:54,,,0
