id,bout_id,sportsbook_id,outcome_1_id,fighter_1_odds_open,fighter_1_odds_worst,fighter_1_odds_current,fighter_1_odds_best,outcome_2_id,fighter_2_odds_open,fighter_2_odds_worst,fighter_2_odds_current,fighter_2_odds_best
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzczNDA=,RmlnaHROb2RlOjU2MzQy,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NjAyMjY0MA==,-182.0,-182.0,-122.0,-111.0,T3V0Y29tZU5vZGU6NjAyMjY0MQ==,126.0,-132.0,-106.0,135.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzcxNTY=,RmlnaHROb2RlOjU2MzQy,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NjAyMjM1Mw==,-180.0,-180.0,-130.0,100.0,T3V0Y29tZU5vZGU6NjAyMjM1Mg==,150.0,-130.0,100.0,150.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzczMzQ=,RmlnaHROb2RlOjU2MzQy,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NjAyMjYyOQ==,-175.0,-175.0,-110.0,-110.0,T3V0Y29tZU5vZGU6NjAyMjYyOA==,130.0,-120.0,-120.0,130.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzcxNTc=,RmlnaHROb2RlOjU1ODU3,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NjAyMjM1NQ==,-200.0,-400.0,-300.0,-200.0,T3V0Y29tZU5vZGU6NjAyMjM1NA==,160.0,160.0,240.0,300.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzczMzM=,RmlnaHROb2RlOjU1ODU3,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NjAyMjYyNg==,-400.0,-400.0,-400.0,-400.0,T3V0Y29tZU5vZGU6NjAyMjYyNw==,275.0,275.0,275.0,275.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzgzNjA=,RmlnaHROb2RlOjU1ODU3,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NjAyMzk0Ng==,-435.0,-435.0,-435.0,-435.0,T3V0Y29tZU5vZGU6NjAyMzk0NQ==,274.0,263.0,273.0,300.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzg1MzQ=,RmlnaHROb2RlOjU1ODU3,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NjAyNDE4OQ==,-400.0,-400.0,-345.0,-345.0,T3V0Y29tZU5vZGU6NjAyNDE5MA==,250.0,225.0,225.0,250.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzc0NzU=,RmlnaHROb2RlOjU2MTAw,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NjAyMjgwNg==,-370.0,-455.0,-400.0,-303.0,T3V0Y29tZU5vZGU6NjAyMjgwNQ==,231.0,228.0,298.0,298.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzg1NDI=,RmlnaHROb2RlOjU2MTAw,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NjAyNDIwNQ==,-303.0,-500.0,-476.0,-303.0,T3V0Y29tZU5vZGU6NjAyNDIwNg==,203.0,203.0,291.0,300.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzczMzI=,RmlnaHROb2RlOjU2MTAw,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NjAyMjYyNA==,-350.0,-350.0,-350.0,-350.0,T3V0Y29tZU5vZGU6NjAyMjYyNQ==,240.0,240.0,240.0,240.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzcxNTQ=,RmlnaHROb2RlOjU2MTAw,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NjAyMjM0OA==,120.0,-500.0,-470.0,120.0,T3V0Y29tZU5vZGU6NjAyMjM0OQ==,-150.0,-150.0,370.0,375.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzc0NzQ=,RmlnaHROb2RlOjU1ODM1,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NjAyMjgwNA==,-270.0,-270.0,-217.0,-217.0,T3V0Y29tZU5vZGU6NjAyMjgwMw==,179.0,162.0,162.0,190.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzg1NDQ=,RmlnaHROb2RlOjU1ODM1,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NjAyNDIwOQ==,-238.0,-238.0,-208.0,-204.0,T3V0Y29tZU5vZGU6NjAyNDIxMA==,173.0,154.0,158.0,173.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzczMzY=,RmlnaHROb2RlOjU1ODM1,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NjAyMjYzMg==,-250.0,-250.0,-250.0,-250.0,T3V0Y29tZU5vZGU6NjAyMjYzMw==,175.0,175.0,175.0,175.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzcxNTg=,RmlnaHROb2RlOjU1ODM1,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NjAyMjM1Nw==,-240.0,-249.0,-229.0,-205.0,T3V0Y29tZU5vZGU6NjAyMjM1Ng==,190.0,165.0,189.0,199.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDAyNDk=,RmlnaHROb2RlOjU1ODM3,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NjAyNjQ3MQ==,-303.0,-303.0,-200.0,-200.0,T3V0Y29tZU5vZGU6NjAyNjQ3Mg==,203.0,150.0,150.0,203.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzgzNTk=,RmlnaHROb2RlOjU1ODM3,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NjAyMzk0NA==,-357.0,-357.0,-312.0,-278.0,T3V0Y29tZU5vZGU6NjAyMzk0Mw==,226.0,194.0,194.0,240.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzczMjg=,RmlnaHROb2RlOjU1ODM3,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NjAyMjYxNg==,-350.0,-350.0,-250.0,-250.0,T3V0Y29tZU5vZGU6NjAyMjYxNw==,240.0,175.0,175.0,240.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzcxNTk=,RmlnaHROb2RlOjU1ODM3,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NjAyMjM1OQ==,-300.0,-300.0,-210.0,-200.0,T3V0Y29tZU5vZGU6NjAyMjM1OA==,240.0,160.0,170.0,240.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzgzNTg=,RmlnaHROb2RlOjU1NjE2,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NjAyMzk0MQ==,245.0,245.0,261.0,275.0,T3V0Y29tZU5vZGU6NjAyMzk0Mg==,-435.0,-435.0,-400.0,-345.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzk1MDE=,RmlnaHROb2RlOjU1NjE2,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NjAyNTM4OA==,225.0,225.0,250.0,250.0,T3V0Y29tZU5vZGU6NjAyNTM4Nw==,-345.0,-400.0,-400.0,-345.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzczMzE=,RmlnaHROb2RlOjU1NjE2,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NjAyMjYyMg==,240.0,240.0,240.0,240.0,T3V0Y29tZU5vZGU6NjAyMjYyMw==,-350.0,-350.0,-350.0,-350.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzcxNjA=,RmlnaHROb2RlOjU1NjE2,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NjAyMjM2MA==,160.0,160.0,425.0,500.0,T3V0Y29tZU5vZGU6NjAyMjM2MQ==,-200.0,-700.0,-600.0,-200.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzcxNjI=,RmlnaHROb2RlOjU2MTMx,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NjAyMjM2NQ==,-140.0,-625.0,-625.0,-140.0,T3V0Y29tZU5vZGU6NjAyMjM2NA==,110.0,110.0,450.0,450.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzczMzg=,RmlnaHROb2RlOjU2MTMx,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NjAyMjYzNg==,-225.0,-333.0,-333.0,-225.0,T3V0Y29tZU5vZGU6NjAyMjYzNw==,163.0,163.0,225.0,225.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzczMzc=,RmlnaHROb2RlOjU2MjY4,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NjAyMjYzNA==,175.0,175.0,175.0,175.0,T3V0Y29tZU5vZGU6NjAyMjYzNQ==,-250.0,-250.0,-250.0,-250.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzgzNTU=,RmlnaHROb2RlOjU2MjY4,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NjAyMzkzNg==,181.0,162.0,177.0,200.0,T3V0Y29tZU5vZGU6NjAyMzkzNQ==,-294.0,-294.0,-222.0,-222.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzcxNjM=,RmlnaHROb2RlOjU2MjY4,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NjAyMjM2Ng==,120.0,120.0,180.0,240.0,T3V0Y29tZU5vZGU6NjAyMjM2Nw==,-150.0,-300.0,-220.0,-150.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzg1MzU=,RmlnaHROb2RlOjU2MjY4,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NjAyNDE5MQ==,183.0,154.0,183.0,183.0,T3V0Y29tZU5vZGU6NjAyNDE5Mg==,-263.0,-263.0,-263.0,-204.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzczMzU=,RmlnaHROb2RlOjU2MTAz,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NjAyMjYzMA==,175.0,140.0,175.0,175.0,T3V0Y29tZU5vZGU6NjAyMjYzMQ==,-250.0,-250.0,-250.0,-188.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzg1Mzk=,RmlnaHROb2RlOjU2MTAz,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NjAyNDE5OQ==,183.0,-123.0,218.0,218.0,T3V0Y29tZU5vZGU6NjAyNDIwMA==,-263.0,-333.0,-333.0,-117.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzcxNjQ=,RmlnaHROb2RlOjU2MTAz,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NjAyMjM2OA==,200.0,-125.0,250.0,255.0,T3V0Y29tZU5vZGU6NjAyMjM2OQ==,-260.0,-330.0,-325.0,-105.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzgzNTQ=,RmlnaHROb2RlOjU2MTAz,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NjAyMzkzNA==,181.0,135.0,215.0,215.0,T3V0Y29tZU5vZGU6NjAyMzkzMw==,-294.0,-294.0,-270.0,-196.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzg1Mzc=,RmlnaHROb2RlOjU1NjM5,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NjAyNDE5NQ==,-238.0,-238.0,-135.0,-135.0,T3V0Y29tZU5vZGU6NjAyNDE5Ng==,173.0,-105.0,-105.0,173.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzczMjc=,RmlnaHROb2RlOjU1NjM5,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NjAyMjYxNA==,-350.0,-350.0,-225.0,-225.0,T3V0Y29tZU5vZGU6NjAyMjYxNQ==,240.0,163.0,163.0,240.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzgzNTc=,RmlnaHROb2RlOjU1NjM5,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NjAyMzk0MA==,-323.0,-323.0,-161.0,-161.0,T3V0Y29tZU5vZGU6NjAyMzkzOQ==,204.0,118.0,118.0,204.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzcxNjE=,RmlnaHROb2RlOjU1NjM5,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NjAyMjM2Mw==,-300.0,-300.0,-135.0,-125.0,T3V0Y29tZU5vZGU6NjAyMjM2Mg==,240.0,-105.0,105.0,240.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzczMzk=,RmlnaHROb2RlOjU1Mjk1,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NjAyMjYzOQ==,-200.0,-286.0,-270.0,-200.0,T3V0Y29tZU5vZGU6NjAyMjYzOA==,137.0,136.0,199.0,233.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzcxNTM=,RmlnaHROb2RlOjU1Mjk1,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NjAyMjM0Nw==,-300.0,-400.0,-400.0,-200.0,T3V0Y29tZU5vZGU6NjAyMjM0Ng==,240.0,160.0,300.0,300.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzg1MzY=,RmlnaHROb2RlOjU1Mjk1,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NjAyNDE5Mw==,-200.0,-400.0,-400.0,-200.0,T3V0Y29tZU5vZGU6NjAyNDE5NA==,150.0,150.0,250.0,250.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxMzczMjk=,RmlnaHROb2RlOjU1Mjk1,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NjAyMjYxOA==,-175.0,-275.0,-275.0,-175.0,T3V0Y29tZU5vZGU6NjAyMjYxOQ==,130.0,130.0,190.0,190.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDI2Mzk=,RmlnaHROb2RlOjYyODY0,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NjAyOTY1MA==,-150.0,-425.0,-425.0,-150.0,T3V0Y29tZU5vZGU6NjAyOTY0OQ==,120.0,120.0,325.0,325.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDM5MTM=,RmlnaHROb2RlOjYyODY0,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NjAzMTQ4Ng==,-263.0,-303.0,-303.0,-263.0,T3V0Y29tZU5vZGU6NjAzMTQ4Nw==,183.0,183.0,203.0,203.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDM3Mjc=,RmlnaHROb2RlOjYyODY0,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NjAzMTEzMg==,-263.0,-263.0,-263.0,-263.0,T3V0Y29tZU5vZGU6NjAzMTEzMw==,183.0,183.0,183.0,183.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDM0MzA=,RmlnaHROb2RlOjYyODY0,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NjAzMDcyMA==,-250.0,-250.0,-250.0,-250.0,T3V0Y29tZU5vZGU6NjAzMDcyMQ==,175.0,175.0,175.0,175.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDM0Mjc=,RmlnaHROb2RlOjYyODY0,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NjAzMDcxNQ==,-294.0,-333.0,-333.0,-294.0,T3V0Y29tZU5vZGU6NjAzMDcxNA==,191.0,191.0,212.0,212.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDM0NDA=,RmlnaHROb2RlOjU1MzUz,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NjAzMDc0MQ==,-588.0,-588.0,-500.0,-500.0,T3V0Y29tZU5vZGU6NjAzMDc0MA==,330.0,292.0,292.0,335.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDI2MzU=,RmlnaHROb2RlOjU1MzUz,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NjAyOTY0Mg==,-240.0,-550.0,-550.0,-240.0,T3V0Y29tZU5vZGU6NjAyOTY0MQ==,190.0,190.0,400.0,400.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDM0MzM=,RmlnaHROb2RlOjU1MzUz,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NjAzMDcyNg==,-400.0,-400.0,-400.0,-400.0,T3V0Y29tZU5vZGU6NjAzMDcyNw==,275.0,275.0,275.0,275.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDM5MDk=,RmlnaHROb2RlOjU1MzUz,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NjAzMTQ3OA==,-455.0,-556.0,-500.0,-455.0,T3V0Y29tZU5vZGU6NjAzMTQ3OQ==,280.0,280.0,300.0,331.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDM0MzI=,RmlnaHROb2RlOjU1NjM2,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NjAzMDcyNA==,-163.0,-163.0,-163.0,-163.0,T3V0Y29tZU5vZGU6NjAzMDcyNQ==,120.0,120.0,120.0,120.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDI2NDI=,RmlnaHROb2RlOjU1NjM2,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NjAyOTY1Ng==,-165.0,-245.0,-240.0,-165.0,T3V0Y29tZU5vZGU6NjAyOTY1NQ==,135.0,135.0,190.0,195.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDQxODY=,RmlnaHROb2RlOjU1NjM2,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NjAzMTg0NA==,-200.0,-238.0,-238.0,-175.0,T3V0Y29tZU5vZGU6NjAzMTg0NQ==,150.0,135.0,173.0,173.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDM0NDQ=,RmlnaHROb2RlOjU1NjM2,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NjAzMDc0OQ==,-182.0,-204.0,-200.0,-182.0,T3V0Y29tZU5vZGU6NjAzMDc0OA==,126.0,126.0,137.0,138.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDM0NDE=,RmlnaHROb2RlOjU1NjEw,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NjAzMDc0Mw==,-105.0,-135.0,-135.0,-105.0,T3V0Y29tZU5vZGU6NjAzMDc0Mg==,-137.0,-137.0,-108.0,-105.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDM5MDg=,RmlnaHROb2RlOjU1NjEw,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NjAzMTQ3Ng==,-110.0,-143.0,-143.0,-110.0,T3V0Y29tZU5vZGU6NjAzMTQ3Nw==,-130.0,-130.0,103.0,103.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDI2MzY=,RmlnaHROb2RlOjU1NjEw,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NjAyOTY0Mw==,150.0,-143.0,-143.0,150.0,T3V0Y29tZU5vZGU6NjAyOTY0NA==,-180.0,-180.0,113.0,113.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDM0MzE=,RmlnaHROb2RlOjU1NjEw,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NjAzMDcyMg==,-110.0,-138.0,-138.0,-110.0,T3V0Y29tZU5vZGU6NjAzMDcyMw==,-120.0,-120.0,105.0,105.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDI2NDQ=,RmlnaHROb2RlOjU1NjA5,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NjAyOTY1OQ==,120.0,-200.0,-200.0,120.0,T3V0Y29tZU5vZGU6NjAyOTY2MA==,-150.0,-150.0,160.0,160.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDM0MzQ=,RmlnaHROb2RlOjU1NjA5,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NjAzMDcyOA==,-150.0,-163.0,-163.0,-150.0,T3V0Y29tZU5vZGU6NjAzMDcyOQ==,110.0,110.0,120.0,120.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDQwOTc=,RmlnaHROb2RlOjU1NjA5,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NjAzMTcyMg==,-200.0,-200.0,-200.0,-149.0,T3V0Y29tZU5vZGU6NjAzMTcyMw==,150.0,109.0,150.0,150.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDM0NDU=,RmlnaHROb2RlOjU1NjA5,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NjAzMDc1MQ==,-152.0,-185.0,-169.0,-152.0,T3V0Y29tZU5vZGU6NjAzMDc1MA==,106.0,106.0,126.0,127.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDM0Mzc=,RmlnaHROb2RlOjYyODY1,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NjAzMDczNQ==,130.0,130.0,130.0,130.0,T3V0Y29tZU5vZGU6NjAzMDczNA==,-175.0,-175.0,-175.0,-175.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDI2NDM=,RmlnaHROb2RlOjYyODY1,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NjAyOTY1Nw==,150.0,-105.0,130.0,150.0,T3V0Y29tZU5vZGU6NjAyOTY1OA==,-180.0,-180.0,-160.0,-125.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDM3MTM=,RmlnaHROb2RlOjYyODY1,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NjAzMTEwNA==,115.0,115.0,128.0,134.0,T3V0Y29tZU5vZGU6NjAzMTEwNQ==,-167.0,-192.0,-185.0,-167.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDQwNTE=,RmlnaHROb2RlOjYyODY1,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NjAzMTY0OA==,116.0,116.0,121.0,121.0,T3V0Y29tZU5vZGU6NjAzMTY0Nw==,-156.0,-161.0,-161.0,-156.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDM5MTI=,RmlnaHROb2RlOjYyODY1,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NjAzMTQ4NQ==,116.0,-115.0,121.0,121.0,T3V0Y29tZU5vZGU6NjAzMTQ4NA==,-156.0,-161.0,-161.0,-125.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDM3MjY=,RmlnaHROb2RlOjYyODY1,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NjAzMTEzMQ==,105.0,-115.0,116.0,116.0,T3V0Y29tZU5vZGU6NjAzMTEzMA==,-145.0,-156.0,-156.0,-125.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDM0Mzk=,RmlnaHROb2RlOjU2Mjg4,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NjAzMDczOA==,-400.0,-450.0,-450.0,-400.0,T3V0Y29tZU5vZGU6NjAzMDczOQ==,275.0,275.0,300.0,300.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDI2Mzg=,RmlnaHROb2RlOjU2Mjg4,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NjAyOTY0OA==,-260.0,-980.0,-800.0,-260.0,T3V0Y29tZU5vZGU6NjAyOTY0Nw==,200.0,200.0,550.0,680.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDI2NDE=,RmlnaHROb2RlOjU1NjEz,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NjAyOTY1NA==,-245.0,-600.0,-600.0,-245.0,T3V0Y29tZU5vZGU6NjAyOTY1Mw==,195.0,195.0,425.0,425.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDQwNjk=,RmlnaHROb2RlOjU1NjEz,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NjAzMTY4Mw==,-400.0,-588.0,-588.0,-400.0,T3V0Y29tZU5vZGU6NjAzMTY4NA==,250.0,250.0,348.0,348.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDM0MzU=,RmlnaHROb2RlOjU1NjEz,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NjAzMDczMA==,-450.0,-549.0,-549.0,-450.0,T3V0Y29tZU5vZGU6NjAzMDczMQ==,300.0,300.0,350.0,350.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDM0NDM=,RmlnaHROb2RlOjU1NjEz,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NjAzMDc0Nw==,-500.0,-588.0,-588.0,-500.0,T3V0Y29tZU5vZGU6NjAzMDc0Ng==,285.0,285.0,360.0,360.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDI2NDY=,RmlnaHROb2RlOjU1NjEy,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NjAyOTY2NA==,-165.0,-165.0,-135.0,-135.0,T3V0Y29tZU5vZGU6NjAyOTY2Mw==,135.0,105.0,105.0,135.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDM0Mjk=,RmlnaHROb2RlOjU1NjEy,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NjAzMDcxOQ==,-150.0,-150.0,-150.0,-150.0,T3V0Y29tZU5vZGU6NjAzMDcxOA==,110.0,110.0,110.0,110.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDMxNDI2Mzc=,RmlnaHROb2RlOjU1NjEx,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NjAyOTY0Ng==,-200.0,-2500.0,-2500.0,-200.0,T3V0Y29tZU5vZGU6NjAyOTY0NQ==,160.0,160.0,1100.0,1100.0
