id,bout_id,sportsbook_id,outcome_1_id,fighter_1_odds_open,fighter_1_odds_worst,fighter_1_odds_current,fighter_1_odds_best,outcome_2_id,fighter_2_odds_open,fighter_2_odds_worst,fighter_2_odds_current,fighter_2_odds_best
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0NzA5ODk=,RmlnaHROb2RlOjQ5ODE4,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NDc2MzMwMw==,-200.0,-200.0,-200.0,-200.0,T3V0Y29tZU5vZGU6NDc2MzMwMg==,150.0,150.0,150.0,150.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0NzI1MTY=,RmlnaHROb2RlOjQ5ODE4,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NDc2NjE0Ng==,-200.0,-260.0,-260.0,-200.0,T3V0Y29tZU5vZGU6NDc2NjE0Nw==,150.0,150.0,180.0,180.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0NjU2Njg=,RmlnaHROb2RlOjQ5ODE4,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NDc1Mzc4OQ==,-180.0,-260.0,-260.0,-130.0,T3V0Y29tZU5vZGU6NDc1Mzc4OA==,150.0,100.0,200.0,200.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0NzA5OTI=,RmlnaHROb2RlOjUwMDkw,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NDc2MzMwOA==,-275.0,-275.0,-250.0,-250.0,T3V0Y29tZU5vZGU6NDc2MzMwOQ==,200.0,180.0,180.0,200.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0NzIwMzY=,RmlnaHROb2RlOjUwMDkw,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NDc2NTM2Ng==,-238.0,-278.0,-256.0,-238.0,T3V0Y29tZU5vZGU6NDc2NTM2NQ==,179.0,179.0,190.0,199.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0NjU2Njk=,RmlnaHROb2RlOjUwMDkw,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NDc1Mzc5MA==,200.0,-300.0,-260.0,200.0,T3V0Y29tZU5vZGU6NDc1Mzc5MQ==,-260.0,-260.0,200.0,240.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0NzIxODg=,RmlnaHROb2RlOjUwMDkw,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NDc2NTY2Nw==,-250.0,-250.0,-250.0,-250.0,T3V0Y29tZU5vZGU6NDc2NTY2OA==,175.0,175.0,175.0,175.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0ODQyMzY=,RmlnaHROb2RlOjUwNjk5,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NDc4ODAwNg==,-800.0,-800.0,-800.0,-800.0,T3V0Y29tZU5vZGU6NDc4ODAwNw==,450.0,450.0,450.0,450.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0ODI2OTg=,RmlnaHROb2RlOjUwNjk5,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NDc4NTUwNg==,-200.0,-1800.0,-1800.0,-200.0,T3V0Y29tZU5vZGU6NDc4NTUwNQ==,160.0,160.0,900.0,900.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0ODQzNTA=,RmlnaHROb2RlOjUwNjk5,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NDc4ODIxMw==,-835.0,-835.0,-835.0,-835.0,T3V0Y29tZU5vZGU6NDc4ODIxNA==,460.0,460.0,460.0,460.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0ODQyNjY=,RmlnaHROb2RlOjUwNjk5,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NDc4ODA2Nw==,-833.0,-833.0,-833.0,-833.0,T3V0Y29tZU5vZGU6NDc4ODA2Ng==,482.0,482.0,495.0,495.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0ODQxMjM=,RmlnaHROb2RlOjUwNDE2,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NDc4NzgwNQ==,-625.0,-625.0,-625.0,-625.0,T3V0Y29tZU5vZGU6NDc4NzgwNA==,383.0,383.0,383.0,383.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0ODQyODc=,RmlnaHROb2RlOjUwNDE2,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NDc4ODEwOA==,-665.0,-665.0,-600.0,-600.0,T3V0Y29tZU5vZGU6NDc4ODEwOQ==,390.0,350.0,350.0,390.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0NzU0MDc=,RmlnaHROb2RlOjUwNDE2,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NDc3MTQzOQ==,-165.0,-1000.0,-1000.0,-165.0,T3V0Y29tZU5vZGU6NDc3MTQzOA==,135.0,135.0,700.0,700.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0Nzg0OTU=,RmlnaHROb2RlOjUwNDE2,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NDc3NzU2NA==,-549.0,-549.0,-549.0,-549.0,T3V0Y29tZU5vZGU6NDc3NzU2NQ==,350.0,350.0,350.0,350.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0Nzg0NzQ=,RmlnaHROb2RlOjUwMzAy,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NDc3NzUyOA==,-175.0,-175.0,-175.0,-175.0,T3V0Y29tZU5vZGU6NDc3NzUyOQ==,130.0,130.0,130.0,130.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0ODQxMjI=,RmlnaHROb2RlOjUwMzAy,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NDc4NzgwMw==,-204.0,-217.0,-217.0,-204.0,T3V0Y29tZU5vZGU6NDc4NzgwMg==,153.0,153.0,160.0,160.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0NzUzODk=,RmlnaHROb2RlOjUwMzAy,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NDc3MTQwMw==,-180.0,-225.0,-224.0,-175.0,T3V0Y29tZU5vZGU6NDc3MTQwMg==,150.0,145.0,184.0,185.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0ODUxMjM=,RmlnaHROb2RlOjUwMzAy,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NDc4OTI1Mw==,-210.0,-220.0,-220.0,-175.0,T3V0Y29tZU5vZGU6NDc4OTI1NA==,155.0,135.0,160.0,160.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0Nzg1MTE=,RmlnaHROb2RlOjUwMzI5,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NDc3NzU5Mw==,-150.0,-200.0,-150.0,-150.0,T3V0Y29tZU5vZGU6NDc3NzU5NA==,115.0,115.0,115.0,150.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0ODQxMjY=,RmlnaHROb2RlOjUwMzI5,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NDc4NzgxMQ==,-179.0,-179.0,-152.0,-152.0,T3V0Y29tZU5vZGU6NDc4NzgxMA==,137.0,117.0,117.0,137.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0ODUxNjU=,RmlnaHROb2RlOjUwMzI5,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NDc4OTMzNw==,-180.0,-180.0,-180.0,-180.0,T3V0Y29tZU5vZGU6NDc4OTMzOA==,140.0,140.0,140.0,140.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0NzUzOTA=,RmlnaHROb2RlOjUwMzI5,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NDc3MTQwNA==,-115.0,-215.0,-115.0,125.0,T3V0Y29tZU5vZGU6NDc3MTQwNQ==,-115.0,-155.0,-115.0,175.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0ODUxMjU=,RmlnaHROb2RlOjUwMzI5,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NDc4OTI1Nw==,-220.0,-220.0,-180.0,-180.0,T3V0Y29tZU5vZGU6NDc4OTI1OA==,160.0,140.0,140.0,160.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0Nzg1MDI=,RmlnaHROb2RlOjUwNDE3,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NDc3NzU3NQ==,-333.0,-400.0,-400.0,-333.0,T3V0Y29tZU5vZGU6NDc3NzU3Ng==,230.0,230.0,275.0,275.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0ODQxMjQ=,RmlnaHROb2RlOjUwNDE3,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NDc4NzgwNw==,-400.0,-455.0,-455.0,-400.0,T3V0Y29tZU5vZGU6NDc4NzgwNg==,279.0,279.0,305.0,305.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0NzU0MDU=,RmlnaHROb2RlOjUwNDE3,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NDc3MTQzNQ==,-260.0,-600.0,-600.0,-260.0,T3V0Y29tZU5vZGU6NDc3MTQzNA==,200.0,200.0,425.0,425.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0ODI0OTM=,RmlnaHROb2RlOjUwNDE3,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NDc4NTA5NQ==,-450.0,-450.0,-400.0,-400.0,T3V0Y29tZU5vZGU6NDc4NTA5Ng==,275.0,250.0,250.0,275.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0NzU0MDg=,RmlnaHROb2RlOjUwMzk4,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NDc3MTQ0MQ==,-500.0,-550.0,-550.0,-500.0,T3V0Y29tZU5vZGU6NDc3MTQ0MA==,375.0,375.0,400.0,400.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0Nzg0Njg=,RmlnaHROb2RlOjUwMzk4,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NDc3NzUxNg==,-556.0,-556.0,-556.0,-556.0,T3V0Y29tZU5vZGU6NDc3NzUxNw==,350.0,350.0,350.0,350.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0NzUzOTE=,RmlnaHROb2RlOjUwMzMw,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NDc3MTQwNw==,-260.0,-1000.0,-1000.0,-260.0,T3V0Y29tZU5vZGU6NDc3MTQwNg==,200.0,200.0,700.0,700.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0Nzg0NzY=,RmlnaHROb2RlOjUwMzMw,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NDc3NzUzMg==,-333.0,-549.0,-549.0,-333.0,T3V0Y29tZU5vZGU6NDc3NzUzMw==,230.0,230.0,350.0,350.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0Nzg0Njk=,RmlnaHROb2RlOjUwMzMx,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NDc3NzUxOA==,-200.0,-225.0,-225.0,-200.0,T3V0Y29tZU5vZGU6NDc3NzUxOQ==,150.0,150.0,163.0,163.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0NzU0MDY=,RmlnaHROb2RlOjUwMzMx,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NDc3MTQzNg==,-115.0,-280.0,-249.0,-115.0,T3V0Y29tZU5vZGU6NDc3MTQzNw==,-115.0,-115.0,199.0,220.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0ODQ4MjU=,RmlnaHROb2RlOjUwNzAw,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NDc4ODg1Nw==,-1111.0,-1111.0,-1111.0,-1111.0,T3V0Y29tZU5vZGU6NDc4ODg1Ng==,560.0,560.0,560.0,560.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0ODQyMzc=,RmlnaHROb2RlOjUwNzAw,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NDc4ODAwOA==,-1000.0,-1000.0,-1000.0,-1000.0,T3V0Y29tZU5vZGU6NDc4ODAwOQ==,500.0,500.0,500.0,500.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0ODI2OTk=,RmlnaHROb2RlOjUwNzAw,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NDc4NTUwOA==,-300.0,-1200.0,-1200.0,-300.0,T3V0Y29tZU5vZGU6NDc4NTUwNw==,240.0,240.0,750.0,750.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0ODQzNDM=,RmlnaHROb2RlOjUwNzAw,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NDc4ODE5OQ==,-1000.0,-1000.0,-1000.0,-1000.0,T3V0Y29tZU5vZGU6NDc4ODIwMA==,500.0,500.0,500.0,500.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0NzU0MDk=,RmlnaHROb2RlOjUwNDE4,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NDc3MTQ0Mg==,-155.0,-300.0,-260.0,-155.0,T3V0Y29tZU5vZGU6NDc3MTQ0Mw==,125.0,125.0,200.0,240.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0ODQzNTE=,RmlnaHROb2RlOjUwNDE4,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NDc4ODIxNQ==,-286.0,-286.0,-286.0,-286.0,T3V0Y29tZU5vZGU6NDc4ODIxNg==,196.0,196.0,196.0,196.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0ODQyNjc=,RmlnaHROb2RlOjUwNDE4,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NDc4ODA2OQ==,-286.0,-286.0,-286.0,-286.0,T3V0Y29tZU5vZGU6NDc4ODA2OA==,207.0,207.0,207.0,207.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0Nzg1MDQ=,RmlnaHROb2RlOjUwNDE4,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NDc3NzU3OQ==,-200.0,-275.0,-275.0,-200.0,T3V0Y29tZU5vZGU6NDc3NzU4MA==,150.0,150.0,200.0,200.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0ODUxNzI=,RmlnaHROb2RlOjUwMDg5,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NDc4OTM1MQ==,-220.0,-220.0,-220.0,-220.0,T3V0Y29tZU5vZGU6NDc4OTM1Mg==,160.0,160.0,160.0,160.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0ODUxMTk=,RmlnaHROb2RlOjUwMDg5,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NDc4OTI0NQ==,-295.0,-295.0,-225.0,-220.0,T3V0Y29tZU5vZGU6NDc4OTI0Ng==,200.0,160.0,165.0,200.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0ODQxMjE=,RmlnaHROb2RlOjUwMDg5,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NDc4NzgwMQ==,-250.0,-250.0,-222.0,-222.0,T3V0Y29tZU5vZGU6NDc4NzgwMA==,189.0,166.0,166.0,189.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0Nzg0NzM=,RmlnaHROb2RlOjUwMDg5,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NDc3NzUyNg==,-300.0,-300.0,-225.0,-225.0,T3V0Y29tZU5vZGU6NDc3NzUyNw==,210.0,163.0,163.0,210.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0NzUzODg=,RmlnaHROb2RlOjUwMDg5,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NDc3MTQwMQ==,-400.0,-400.0,-180.0,-170.0,T3V0Y29tZU5vZGU6NDc3MTQwMA==,300.0,140.0,150.0,300.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0ODUwNjc=,RmlnaHROb2RlOjQ5OTc0,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NDc4OTE3Mw==,-250.0,-290.0,-290.0,-250.0,T3V0Y29tZU5vZGU6NDc4OTE3NA==,175.0,175.0,195.0,195.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0Nzg0NjY=,RmlnaHROb2RlOjQ5OTc0,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NDc3NzUxMg==,-250.0,-250.0,-250.0,-250.0,T3V0Y29tZU5vZGU6NDc3NzUxMw==,180.0,180.0,180.0,180.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0ODQxMjA=,RmlnaHROb2RlOjQ5OTc0,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NDc4Nzc5OQ==,-244.0,-294.0,-263.0,-244.0,T3V0Y29tZU5vZGU6NDc4Nzc5OA==,183.0,183.0,195.0,210.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0ODUxNzA=,RmlnaHROb2RlOjQ5OTc0,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NDc4OTM0Nw==,-290.0,-290.0,-290.0,-290.0,T3V0Y29tZU5vZGU6NDc4OTM0OA==,195.0,195.0,195.0,195.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI0NzUzODc=,RmlnaHROb2RlOjQ5OTc0,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NDc3MTM5OQ==,-200.0,-360.0,-360.0,-200.0,T3V0Y29tZU5vZGU6NDc3MTM5OA==,160.0,160.0,285.0,285.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI1MDUxNjA=,RmlnaHROb2RlOjUwNzE2,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NDgyNDI2NA==,-115.0,-120.0,-120.0,-115.0,T3V0Y29tZU5vZGU6NDgyNDI2NQ==,-125.0,-125.0,-120.0,-120.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI1MDM3ODE=,RmlnaHROb2RlOjUwNzE2,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NDgyMTg2Mw==,-108.0,-118.0,-118.0,-108.0,T3V0Y29tZU5vZGU6NDgyMTg2Mg==,-122.0,-122.0,-112.0,-112.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI1MDM1Nzc=,RmlnaHROb2RlOjUwNzE2,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NDgyMTQ3OA==,-110.0,-120.0,-120.0,-110.0,T3V0Y29tZU5vZGU6NDgyMTQ3OQ==,-120.0,-120.0,-110.0,-110.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI1MDI4NTc=,RmlnaHROb2RlOjUwNzE2,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NDgyMDIwMA==,160.0,-115.0,-115.0,160.0,T3V0Y29tZU5vZGU6NDgyMDE5OQ==,-200.0,-200.0,-115.0,-115.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI1MDUxNTQ=,RmlnaHROb2RlOjUwNzA4,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NDgyNDI1Mg==,-160.0,-160.0,-145.0,-145.0,T3V0Y29tZU5vZGU6NDgyNDI1Mw==,120.0,105.0,105.0,120.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI1MDI4NDc=,RmlnaHROb2RlOjUwNzA4,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NDgyMDE4MA==,-170.0,-350.0,-130.0,-130.0,T3V0Y29tZU5vZGU6NDgyMDE3OQ==,140.0,100.0,100.0,275.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI1MDM1NjQ=,RmlnaHROb2RlOjUwNzA4,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NDgyMTQ1Mg==,-150.0,-150.0,-150.0,-150.0,T3V0Y29tZU5vZGU6NDgyMTQ1Mw==,110.0,110.0,110.0,110.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI1MDM3NDg=,RmlnaHROb2RlOjUwNzA4,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NDgyMTc5Nw==,-169.0,-169.0,-159.0,-159.0,T3V0Y29tZU5vZGU6NDgyMTc5Ng==,129.0,115.0,115.0,129.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI1MDUxNTc=,RmlnaHROb2RlOjUwMDQ5,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NDgyNDI1OA==,-130.0,-145.0,-135.0,-130.0,T3V0Y29tZU5vZGU6NDgyNDI1OQ==,-110.0,-110.0,-105.0,105.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI1MDI4NDY=,RmlnaHROb2RlOjUwMDQ5,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NDgyMDE3OA==,-200.0,-200.0,-155.0,185.0,T3V0Y29tZU5vZGU6NDgyMDE3Nw==,160.0,-225.0,125.0,160.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI1MDM1NjY=,RmlnaHROb2RlOjUwMDQ5,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NDgyMTQ1Ng==,-110.0,-133.0,-133.0,-110.0,T3V0Y29tZU5vZGU6NDgyMTQ1Nw==,-120.0,-120.0,-105.0,-105.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI1MDM3NDc=,RmlnaHROb2RlOjUwMDQ5,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NDgyMTc5NQ==,-127.0,-137.0,-137.0,-127.0,T3V0Y29tZU5vZGU6NDgyMTc5NA==,-102.0,-105.0,-105.0,105.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI1MDI4NDg=,RmlnaHROb2RlOjUwNzA5,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NDgyMDE4Mg==,-300.0,-300.0,-180.0,240.0,T3V0Y29tZU5vZGU6NDgyMDE4MQ==,240.0,-300.0,150.0,240.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI1MDM1ODI=,RmlnaHROb2RlOjUwNzA5,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NDgyMTQ4OA==,-163.0,-163.0,-163.0,-163.0,T3V0Y29tZU5vZGU6NDgyMTQ4OQ==,120.0,120.0,120.0,120.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI1MDM2MDU=,RmlnaHROb2RlOjUwNzEx,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NDgyMTUyOA==,240.0,240.0,240.0,240.0,T3V0Y29tZU5vZGU6NDgyMTUyOQ==,-350.0,-350.0,-350.0,-350.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI1MDI4NTA=,RmlnaHROb2RlOjUwNzEx,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NDgyMDE4NQ==,240.0,240.0,240.0,240.0,T3V0Y29tZU5vZGU6NDgyMDE4Ng==,-300.0,-300.0,-300.0,-300.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI1MDI4NTY=,RmlnaHROb2RlOjUwNzE1,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NDgyMDE5OA==,155.0,-500.0,-260.0,155.0,T3V0Y29tZU5vZGU6NDgyMDE5Nw==,-185.0,-185.0,200.0,375.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI1MDM1Njc=,RmlnaHROb2RlOjUwNzE1,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NDgyMTQ1OA==,-275.0,-275.0,-275.0,-275.0,T3V0Y29tZU5vZGU6NDgyMTQ1OQ==,200.0,200.0,200.0,200.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI1MDUxNTI=,RmlnaHROb2RlOjUwNjk1,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NDgyNDI0OA==,125.0,120.0,120.0,125.0,T3V0Y29tZU5vZGU6NDgyNDI0OQ==,-165.0,-165.0,-160.0,-160.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI1MDI4NTE=,RmlnaHROb2RlOjUwNjk1,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NDgyMDE4Nw==,120.0,-200.0,130.0,160.0,T3V0Y29tZU5vZGU6NDgyMDE4OA==,-150.0,-200.0,-160.0,160.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI1MDM3NDk=,RmlnaHROb2RlOjUwNjk1,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NDgyMTc5OQ==,121.0,121.0,121.0,121.0,T3V0Y29tZU5vZGU6NDgyMTc5OA==,-159.0,-159.0,-159.0,-159.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI1MDM2MDE=,RmlnaHROb2RlOjUwNjk1,U3BvcnRzYm9va05vZGU6Mjc=,T3V0Y29tZU5vZGU6NDgyMTUyMA==,110.0,110.0,110.0,110.0,T3V0Y29tZU5vZGU6NDgyMTUyMQ==,-150.0,-150.0,-150.0,-150.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI1MDUxNTY=,RmlnaHROb2RlOjUwNzEy,U3BvcnRzYm9va05vZGU6Mjg=,T3V0Y29tZU5vZGU6NDgyNDI1Ng==,-215.0,-215.0,-180.0,-180.0,T3V0Y29tZU5vZGU6NDgyNDI1Nw==,160.0,140.0,140.0,160.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI1MDI4NTI=,RmlnaHROb2RlOjUwNzEy,U3BvcnRzYm9va05vZGU6MTA=,T3V0Y29tZU5vZGU6NDgyMDE4OQ==,200.0,-220.0,-200.0,200.0,T3V0Y29tZU5vZGU6NDgyMDE5MA==,-260.0,-260.0,160.0,180.0
T2ZmZXJUYWJsZU9mZmVyTm9kZToxMDI1MDM3NjU=,RmlnaHROb2RlOjUwNzEy,U3BvcnRzYm9va05vZGU6MjE=,T3V0Y29tZU5vZGU6NDgyMTgzMQ==,-204.0,-204.0,-189.0,-189.0,T3V0Y29tZU5vZGU6NDgyMTgzMA==,156.0,144.0,144.0,156.0
