bout_id,offer_type_id,is_not,average_odds,fighter_pk,description,not_description
RmlnaHROb2RlOjQ0NjM4,STRAIGHT,0,166,1646.0,,
RmlnaHROb2RlOjQ0NjM4,STRAIGHT,0,-209,1205.0,,
RmlnaHROb2RlOjQ1MDU4,STRAIGHT,0,177,48887.0,,
RmlnaHROb2RlOjQ1MDU4,STRAIGHT,0,-212,45677.0,,
RmlnaHROb2RlOjU5MjIx,STRAIGHT,0,-104,20672.0,,
RmlnaHROb2RlOjU5MjIx,STRAIGHT,0,-122,51848.0,,
RmlnaHROb2RlOjQ0NjM3,STRAIGHT,0,-212,10893.0,,
RmlnaHROb2RlOjQ0NjM3,STRAIGHT,0,171,1290.0,,
RmlnaHROb2RlOjQ1MDE4,STRAIGHT,0,-310,989.0,,
RmlnaHROb2RlOjQ1MDE4,STRAIGHT,0,226,1588.0,,
RmlnaHROb2RlOjU5MTg1,STRAIGHT,0,-373,48939.0,,
RmlnaHROb2RlOjU5MTg1,STRAIGHT,0,275,52059.0,,
RmlnaHROb2RlOjU5MjIy,STRAIGHT,0,-302,51624.0,,
RmlnaHROb2RlOjU5MjIy,STRAIGHT,0,220,51623.0,,
RmlnaHROb2RlOjU5MTg2,STRAIGHT,0,-415,42946.0,,
RmlnaHROb2RlOjU5MTg2,STRAIGHT,0,293,51700.0,,
RmlnaHROb2RlOjQ1Mjc0,STRAIGHT,0,-515,20.0,,
RmlnaHROb2RlOjQ1Mjc0,STRAIGHT,0,350,6096.0,,
RmlnaHROb2RlOjQ1MDMx,STRAIGHT,0,-325,1493.0,,
RmlnaHROb2RlOjQ1MDMx,STRAIGHT,0,240,9051.0,,
RmlnaHROb2RlOjQ1Mzg0,STRAIGHT,0,-185,14700.0,,
RmlnaHROb2RlOjQ1Mzg0,STRAIGHT,0,143,7271.0,,
RmlnaHROb2RlOjQ1MTgw,STRAIGHT,0,-221,17712.0,,
RmlnaHROb2RlOjQ1MTgw,STRAIGHT,0,171,26811.0,,
RmlnaHROb2RlOjU5MTk1,STRAIGHT,0,-687,51717.0,,
RmlnaHROb2RlOjU5MTk1,STRAIGHT,0,456,31862.0,,
RmlnaHROb2RlOjQ1MDE3,STRAIGHT,0,-283,20659.0,,
RmlnaHROb2RlOjQ1MDE3,STRAIGHT,0,215,29709.0,,
RmlnaHROb2RlOjU5MTky,STRAIGHT,0,-273,8186.0,,
RmlnaHROb2RlOjU5MTky,STRAIGHT,0,204,51719.0,,
RmlnaHROb2RlOjU5MTkw,STRAIGHT,0,-365,50179.0,,
RmlnaHROb2RlOjU5MTkw,STRAIGHT,0,271,48580.0,,
RmlnaHROb2RlOjQ1MDE2,STRAIGHT,0,400,6546.0,,
RmlnaHROb2RlOjQ1MDE2,STRAIGHT,0,-509,2736.0,,
RmlnaHROb2RlOjQ1MjYz,STRAIGHT,0,156,7488.0,,
RmlnaHROb2RlOjQ1MjYz,STRAIGHT,0,-198,1248.0,,
RmlnaHROb2RlOjU5MTk2,STRAIGHT,0,141,44763.0,,
RmlnaHROb2RlOjU5MTk2,STRAIGHT,0,-179,36065.0,,
RmlnaHROb2RlOjU5MjIz,STRAIGHT,0,100,35821.0,,
RmlnaHROb2RlOjU5MjIz,STRAIGHT,0,-130,51718.0,,
RmlnaHROb2RlOjU5MTg5,STRAIGHT,0,-279,41263.0,,
RmlnaHROb2RlOjU5MTg5,STRAIGHT,0,208,39751.0,,
RmlnaHROb2RlOjQ1NDc4,STRAIGHT,0,100,3467.0,,
RmlnaHROb2RlOjQ1NDc4,STRAIGHT,0,-129,45463.0,,
RmlnaHROb2RlOjQ0OTcw,STRAIGHT,0,258,28332.0,,
RmlnaHROb2RlOjQ0OTcw,STRAIGHT,0,-343,138.0,,
RmlnaHROb2RlOjQ0OTY5,STRAIGHT,0,-449,10647.0,,
RmlnaHROb2RlOjQ0OTY5,STRAIGHT,0,325,26920.0,,
RmlnaHROb2RlOjQ1MTI4,STRAIGHT,0,185,41429.0,,
RmlnaHROb2RlOjQ1MTI4,STRAIGHT,0,-242,173.0,,
RmlnaHROb2RlOjQ1NzE4,STRAIGHT,0,140,46617.0,,
RmlnaHROb2RlOjQ1NzE4,STRAIGHT,0,-188,62.0,,
RmlnaHROb2RlOjQ0OTY4,STRAIGHT,0,149,22973.0,,
RmlnaHROb2RlOjQ0OTY4,STRAIGHT,0,-185,306.0,,
RmlnaHROb2RlOjQ1Mjkx,STRAIGHT,0,202,11610.0,,
RmlnaHROb2RlOjQ1Mjkx,STRAIGHT,0,-276,35590.0,,
RmlnaHROb2RlOjQ2MDMx,STRAIGHT,0,-104,42230.0,,
RmlnaHROb2RlOjQ2MDMx,STRAIGHT,0,-124,39448.0,,
RmlnaHROb2RlOjQ2MDM2,STRAIGHT,0,141,51355.0,,
RmlnaHROb2RlOjQ2MDM2,STRAIGHT,0,-178,52921.0,,
RmlnaHROb2RlOjQ2MDM0,STRAIGHT,0,-194,48482.0,,
RmlnaHROb2RlOjQ2MDM0,STRAIGHT,0,156,51833.0,,
RmlnaHROb2RlOjQ2MDM3,STRAIGHT,0,383,50178.0,,
RmlnaHROb2RlOjQ2MDM3,STRAIGHT,0,-565,16294.0,,
RmlnaHROb2RlOjQ2MDM4,STRAIGHT,0,-165,48399.0,,
RmlnaHROb2RlOjQ2MDM4,STRAIGHT,0,131,42231.0,,
RmlnaHROb2RlOjQ2MDMz,STRAIGHT,0,392,45145.0,,
RmlnaHROb2RlOjQ2MDMz,STRAIGHT,0,-565,50275.0,,
RmlnaHROb2RlOjQ2MDMy,STRAIGHT,0,-211,42238.0,,
RmlnaHROb2RlOjQ2MDMy,STRAIGHT,0,163,1892.0,,
RmlnaHROb2RlOjQ2MDM1,STRAIGHT,0,-160,42237.0,,
RmlnaHROb2RlOjQ2MDM1,STRAIGHT,0,126,40505.0,,
RmlnaHROb2RlOjQ2MDI5,STRAIGHT,0,-146,52922.0,,
RmlnaHROb2RlOjQ2MDI5,STRAIGHT,0,114,47618.0,,
RmlnaHROb2RlOjQ3Mjk2,STRAIGHT,0,138,42946.0,,
RmlnaHROb2RlOjQ3Mjk2,STRAIGHT,0,-173,43920.0,,
RmlnaHROb2RlOjQ3Mjk1,STRAIGHT,0,-482,49675.0,,
RmlnaHROb2RlOjQ3Mjk1,STRAIGHT,0,341,42236.0,,
RmlnaHROb2RlOjQ3NDk1,STRAIGHT,0,-746,49676.0,,
RmlnaHROb2RlOjQ3NDk1,STRAIGHT,0,500,50830.0,,
RmlnaHROb2RlOjQ1ODYw,STRAIGHT,0,316,52575.0,,
RmlnaHROb2RlOjQ1ODYw,STRAIGHT,0,-428,21018.0,,
RmlnaHROb2RlOjQ3NDQ4,STRAIGHT,0,163,54145.0,,
RmlnaHROb2RlOjQ3NDQ4,STRAIGHT,0,-206,54144.0,,
RmlnaHROb2RlOjQ3Mjk0,STRAIGHT,0,-649,42806.0,,
RmlnaHROb2RlOjQ3Mjk0,STRAIGHT,0,416,35476.0,,
RmlnaHROb2RlOjQ1ODMz,STRAIGHT,0,-237,6017.0,,
RmlnaHROb2RlOjQ1ODMz,STRAIGHT,0,184,30073.0,,
RmlnaHROb2RlOjQ1NzUx,STRAIGHT,0,-181,1899.0,,
RmlnaHROb2RlOjQ1NzUx,STRAIGHT,0,145,27786.0,,
RmlnaHROb2RlOjQ2ODc4,STRAIGHT,0,466,52937.0,,
RmlnaHROb2RlOjQ2ODc4,STRAIGHT,0,-711,14667.0,,
RmlnaHROb2RlOjQ3Mjk3,STRAIGHT,0,-1530,44762.0,,
RmlnaHROb2RlOjQ3Mjk3,STRAIGHT,0,750,10756.0,,
RmlnaHROb2RlOjQ3NDQ3,STRAIGHT,0,150,45132.0,,
RmlnaHROb2RlOjQ3NDQ3,STRAIGHT,0,-187,23140.0,,
RmlnaHROb2RlOjQ2ODcz,STRAIGHT,0,-103,52929.0,,
RmlnaHROb2RlOjQ2ODcz,STRAIGHT,0,-126,52928.0,,
RmlnaHROb2RlOjQ4MDQx,STRAIGHT,0,-400,4595.0,,
RmlnaHROb2RlOjQ4MDQx,STRAIGHT,0,300,54687.0,,
RmlnaHROb2RlOjQ3OTIz,STRAIGHT,0,180,54191.0,,
RmlnaHROb2RlOjQ3OTIz,STRAIGHT,0,-230,54190.0,,
RmlnaHROb2RlOjQ3Mjg4,STRAIGHT,0,202,52936.0,,
RmlnaHROb2RlOjQ3Mjg4,STRAIGHT,0,-270,51712.0,,
RmlnaHROb2RlOjQ3Mjg3,STRAIGHT,0,140,52935.0,,
RmlnaHROb2RlOjQ3Mjg3,STRAIGHT,0,-177,51708.0,,
RmlnaHROb2RlOjQ3Mjg0,STRAIGHT,0,129,52930.0,,
RmlnaHROb2RlOjQ3Mjg0,STRAIGHT,0,-162,50350.0,,
RmlnaHROb2RlOjQ3NTIz,STRAIGHT,0,102,14441.0,,
RmlnaHROb2RlOjQ3NTIz,STRAIGHT,0,-131,18382.0,,
RmlnaHROb2RlOjQ3Mjg2,STRAIGHT,0,868,52934.0,,
RmlnaHROb2RlOjQ3Mjg2,STRAIGHT,0,-2278,50348.0,,
RmlnaHROb2RlOjQ3Mjg1,STRAIGHT,0,-260,51705.0,,
RmlnaHROb2RlOjQ3Mjg1,STRAIGHT,0,128,52931.0,,
RmlnaHROb2RlOjQ3OTIy,STRAIGHT,0,154,54189.0,,
RmlnaHROb2RlOjQ3OTIy,STRAIGHT,0,-185,4595.0,,
RmlnaHROb2RlOjQ2ODc0,STRAIGHT,0,-103,52932.0,,
RmlnaHROb2RlOjQ2ODc0,STRAIGHT,0,-126,52933.0,,
RmlnaHROb2RlOjQ4MDM1,STRAIGHT,0,334,7551.0,,
RmlnaHROb2RlOjQ4MDM1,STRAIGHT,0,-441,42235.0,,
RmlnaHROb2RlOjQ3NDQw,STRAIGHT,0,-109,45539.0,,
RmlnaHROb2RlOjQ3NDQw,STRAIGHT,0,-120,49249.0,,
RmlnaHROb2RlOjQ3NDQx,STRAIGHT,0,202,42232.0,,
RmlnaHROb2RlOjQ3NDQx,STRAIGHT,0,-269,48926.0,,
RmlnaHROb2RlOjQ4MDI2,STRAIGHT,0,-694,38613.0,,
RmlnaHROb2RlOjQ4MDI2,STRAIGHT,0,483,31470.0,,
RmlnaHROb2RlOjQ3NDQz,STRAIGHT,0,-400,42612.0,,
RmlnaHROb2RlOjQ3NDQz,STRAIGHT,0,300,44763.0,,
RmlnaHROb2RlOjQ1Nzgx,STRAIGHT,0,-145,1965.0,,
RmlnaHROb2RlOjQ1Nzgx,STRAIGHT,0,112,11038.0,,
RmlnaHROb2RlOjQ3NDQy,STRAIGHT,0,-176,35212.0,,
RmlnaHROb2RlOjQ3NDQy,STRAIGHT,0,140,21443.0,,
RmlnaHROb2RlOjQ3OTE4,STRAIGHT,0,483,52059.0,,
RmlnaHROb2RlOjQ3OTE4,STRAIGHT,0,-776,43527.0,,
RmlnaHROb2RlOjQ3OTE3,STRAIGHT,0,140,45128.0,,
RmlnaHROb2RlOjQ3OTE3,STRAIGHT,0,-175,35194.0,,
RmlnaHROb2RlOjQ3NDM5,STRAIGHT,0,166,54140.0,,
RmlnaHROb2RlOjQ3NDM5,STRAIGHT,0,-207,41268.0,,
RmlnaHROb2RlOjQ4MTE3,STRAIGHT,0,125,44550.0,,
RmlnaHROb2RlOjQ4MTE3,STRAIGHT,0,-160,54791.0,,
RmlnaHROb2RlOjQ4MjI0,STRAIGHT,0,343,7078.0,,
RmlnaHROb2RlOjQ4MjI0,STRAIGHT,0,-482,44761.0,,
RmlnaHROb2RlOjQ4MjMw,STRAIGHT,0,-468,24439.0,,
RmlnaHROb2RlOjQ4MjMw,STRAIGHT,0,333,48317.0,,
RmlnaHROb2RlOjQ4MzM0,STRAIGHT,0,-638,47316.0,,
RmlnaHROb2RlOjQ4MzM0,STRAIGHT,0,440,45132.0,,
RmlnaHROb2RlOjQ4MTE1,STRAIGHT,0,-365,54790.0,,
RmlnaHROb2RlOjQ4MTE1,STRAIGHT,0,267,42231.0,,
RmlnaHROb2RlOjQ4MjIz,STRAIGHT,0,200,49351.0,,
RmlnaHROb2RlOjQ4MjIz,STRAIGHT,0,-277,51719.0,,
RmlnaHROb2RlOjQ4MjMx,STRAIGHT,0,-145,1630.0,,
RmlnaHROb2RlOjQ4MjMx,STRAIGHT,0,113,48580.0,,
RmlnaHROb2RlOjQ4MTE2,STRAIGHT,0,-318,41266.0,,
RmlnaHROb2RlOjQ4MTE2,STRAIGHT,0,233,9977.0,,
RmlnaHROb2RlOjQ4MTA2,STRAIGHT,0,135,8152.0,,
RmlnaHROb2RlOjQ4MTA2,STRAIGHT,0,-172,8014.0,,
RmlnaHROb2RlOjQ3NDMz,STRAIGHT,0,-676,1035.0,,
RmlnaHROb2RlOjQ3NDMz,STRAIGHT,0,465,43175.0,,
RmlnaHROb2RlOjQ4MTA1,STRAIGHT,0,416,35583.0,,
RmlnaHROb2RlOjQ4MTA1,STRAIGHT,0,-618,2736.0,,
RmlnaHROb2RlOjQ3OTM0,STRAIGHT,0,375,54511.0,,
RmlnaHROb2RlOjQ3OTM0,STRAIGHT,0,-563,49676.0,,
RmlnaHROb2RlOjQ4MzMz,STRAIGHT,0,229,42162.0,,
RmlnaHROb2RlOjQ4MzMz,STRAIGHT,0,-290,54144.0,,
RmlnaHROb2RlOjQ4MzQ0,STRAIGHT,0,-410,45621.0,,
RmlnaHROb2RlOjQ4MzQ0,STRAIGHT,0,309,39449.0,,
RmlnaHROb2RlOjQ4MzQy,STRAIGHT,0,-410,50356.0,,
RmlnaHROb2RlOjQ4MzQy,STRAIGHT,0,309,49248.0,,
RmlnaHROb2RlOjQ4MzU3,STRAIGHT,0,185,55070.0,,
RmlnaHROb2RlOjQ4MzU3,STRAIGHT,0,-225,55069.0,,
RmlnaHROb2RlOjYyOTI4,STRAIGHT,0,-1500,55053.0,,
RmlnaHROb2RlOjYyOTI4,STRAIGHT,0,850,10864.0,,
RmlnaHROb2RlOjQ4MzQz,STRAIGHT,0,250,52937.0,,
RmlnaHROb2RlOjQ4MzQz,STRAIGHT,0,-325,55054.0,,
RmlnaHROb2RlOjQ4MzU4,STRAIGHT,0,800,55072.0,,
RmlnaHROb2RlOjQ4MzU4,STRAIGHT,0,-1400,55071.0,,
RmlnaHROb2RlOjQ5MzQ4,STRAIGHT,0,-218,50987.0,,
RmlnaHROb2RlOjQ5MzQ4,STRAIGHT,0,170,46724.0,,
RmlnaHROb2RlOjYyOTE0,STRAIGHT,0,350,55919.0,,
RmlnaHROb2RlOjYyOTE0,STRAIGHT,0,-549,49725.0,,
RmlnaHROb2RlOjQ4NjQ4,STRAIGHT,0,-128,45465.0,,
RmlnaHROb2RlOjQ4NjQ4,STRAIGHT,0,100,34144.0,,
RmlnaHROb2RlOjQ4NDE3,STRAIGHT,0,-654,50275.0,,
RmlnaHROb2RlOjQ4NDE3,STRAIGHT,0,516,16223.0,,
RmlnaHROb2RlOjYyOTEx,STRAIGHT,0,-117,50712.0,,
RmlnaHROb2RlOjYyOTEx,STRAIGHT,0,-104,51587.0,,
RmlnaHROb2RlOjYyOTEy,STRAIGHT,0,-1125,23140.0,,
RmlnaHROb2RlOjYyOTEy,STRAIGHT,0,750,55917.0,,
RmlnaHROb2RlOjQ4NjM3,STRAIGHT,0,666,48482.0,,
RmlnaHROb2RlOjQ4NjM3,STRAIGHT,0,-1145,44762.0,,
RmlnaHROb2RlOjQ4MjQz,STRAIGHT,0,241,2927.0,,
RmlnaHROb2RlOjQ4MjQz,STRAIGHT,0,-335,44855.0,,
RmlnaHROb2RlOjYyOTEz,STRAIGHT,0,256,16639.0,,
RmlnaHROb2RlOjYyOTEz,STRAIGHT,0,-348,8777.0,,
RmlnaHROb2RlOjQ5MzQ3,STRAIGHT,0,-341,42828.0,,
RmlnaHROb2RlOjQ5MzQ3,STRAIGHT,0,233,48577.0,,
RmlnaHROb2RlOjQ4NjQ5,STRAIGHT,0,-1671,42806.0,,
RmlnaHROb2RlOjQ4NjQ5,STRAIGHT,0,741,35216.0,,
RmlnaHROb2RlOjQ5Mzc5,STRAIGHT,0,-107,45677.0,,
RmlnaHROb2RlOjQ5Mzc5,STRAIGHT,0,-122,48937.0,,
RmlnaHROb2RlOjQ5MzMx,STRAIGHT,0,185,40505.0,,
RmlnaHROb2RlOjQ5MzMx,STRAIGHT,0,-252,1876.0,,
RmlnaHROb2RlOjQ5NjMz,STRAIGHT,0,-188,11503.0,,
RmlnaHROb2RlOjQ5NjMz,STRAIGHT,0,146,56142.0,,
RmlnaHROb2RlOjQ5Mzc3,STRAIGHT,0,-286,55877.0,,
RmlnaHROb2RlOjQ5Mzc3,STRAIGHT,0,211,46614.0,,
RmlnaHROb2RlOjQ4NzMz,STRAIGHT,0,-149,48936.0,,
RmlnaHROb2RlOjQ4NzMz,STRAIGHT,0,113,42946.0,,
RmlnaHROb2RlOjQ5MzMw,STRAIGHT,0,-340,7271.0,,
RmlnaHROb2RlOjQ5MzMw,STRAIGHT,0,245,46721.0,,
RmlnaHROb2RlOjQ5NTQ4,STRAIGHT,0,121,51552.0,,
RmlnaHROb2RlOjQ5NTQ4,STRAIGHT,0,-156,6096.0,,
RmlnaHROb2RlOjQ5OTY0,STRAIGHT,0,110,989.0,,
RmlnaHROb2RlOjQ5OTY0,STRAIGHT,0,-146,17895.0,,
RmlnaHROb2RlOjQ5Mzc4,STRAIGHT,0,282,34155.0,,
RmlnaHROb2RlOjQ5Mzc4,STRAIGHT,0,-400,48939.0,,
RmlnaHROb2RlOjQ4Njk2,STRAIGHT,0,237,9051.0,,
RmlnaHROb2RlOjQ4Njk2,STRAIGHT,0,-318,5805.0,,
RmlnaHROb2RlOjQ5NjM0,STRAIGHT,0,-753,15245.0,,
RmlnaHROb2RlOjQ5NjM0,STRAIGHT,0,473,13805.0,,
RmlnaHROb2RlOjQ5Mzc2,STRAIGHT,0,-1193,45147.0,,
RmlnaHROb2RlOjQ5Mzc2,STRAIGHT,0,666,55876.0,,
RmlnaHROb2RlOjQ5Nzky,STRAIGHT,0,525,56297.0,,
RmlnaHROb2RlOjQ5Nzky,STRAIGHT,0,-724,42216.0,,
RmlnaHROb2RlOjQ5Nzkx,OVERUNDER_2.5,1,-119,,Over 2.5 rounds,Under 2.5 rounds
RmlnaHROb2RlOjQ5Nzkx,STRAIGHT,0,174,56296.0,,
RmlnaHROb2RlOjQ5Nzkx,OVERUNDER_2.5,0,-119,,Over 2.5 rounds,Under 2.5 rounds
RmlnaHROb2RlOjQ5Nzkx,STRAIGHT,0,-231,29709.0,,
RmlnaHROb2RlOjUwMTAy,STRAIGHT,0,838,55776.0,,
RmlnaHROb2RlOjUwMTAy,STRAIGHT,0,-1679,42216.0,,
RmlnaHROb2RlOjQ5NzU5,OVERUNDER_1.5,0,-135,,Over 1.5 rounds,Under 1.5 rounds
RmlnaHROb2RlOjQ5NzU5,STRAIGHT,0,-616,19819.0,,
RmlnaHROb2RlOjQ5NzU5,STRAIGHT,0,391,27766.0,,
RmlnaHROb2RlOjQ5NzU5,OVERUNDER_1.5,1,-105,,Over 1.5 rounds,Under 1.5 rounds
RmlnaHROb2RlOjQ5NTM3,STRAIGHT,0,261,1776.0,,
RmlnaHROb2RlOjQ5NTM3,OVERUNDER_2.5,1,-114,,Over 2.5 rounds,Under 2.5 rounds
RmlnaHROb2RlOjQ5NTM3,OVERUNDER_2.5,0,-124,,Over 2.5 rounds,Under 2.5 rounds
RmlnaHROb2RlOjQ5NTM3,STRAIGHT,0,-374,1248.0,,
RmlnaHROb2RlOjQ5Nzg5,STRAIGHT,0,-143,56294.0,,
RmlnaHROb2RlOjQ5Nzg5,STRAIGHT,0,112,33033.0,,
RmlnaHROb2RlOjQ5NTQ3,STRAIGHT,0,228,48580.0,,
RmlnaHROb2RlOjQ5NTQ3,OVERUNDER_2.5,1,-112,,Over 2.5 rounds,Under 2.5 rounds
RmlnaHROb2RlOjQ5NTQ3,OVERUNDER_2.5,0,-127,,Over 2.5 rounds,Under 2.5 rounds
RmlnaHROb2RlOjQ5NTQ3,STRAIGHT,0,-320,43004.0,,
RmlnaHROb2RlOjQ5NDA2,STRAIGHT,0,101,41384.0,,
RmlnaHROb2RlOjQ5NDA2,STRAIGHT,0,-136,42228.0,,
RmlnaHROb2RlOjQ5Nzkw,STRAIGHT,0,-155,56295.0,,
RmlnaHROb2RlOjQ5Nzkw,STRAIGHT,0,119,51586.0,,
RmlnaHROb2RlOjQ5Nzg4,OVERUNDER_2.5,0,-105,,Over 2.5 rounds,Under 2.5 rounds
RmlnaHROb2RlOjQ5Nzg4,STRAIGHT,0,233,56293.0,,
RmlnaHROb2RlOjQ5Nzg4,STRAIGHT,0,-342,35183.0,,
RmlnaHROb2RlOjQ5Nzg4,OVERUNDER_2.5,1,-135,,Over 2.5 rounds,Under 2.5 rounds
RmlnaHROb2RlOjQ5MzI1,OVERUNDER_4.5,0,-166,,Over 4.5 rounds,Under 4.5 rounds
RmlnaHROb2RlOjQ5MzI1,STRAIGHT,0,-610,35181.0,,
RmlnaHROb2RlOjQ5MzI1,STRAIGHT,0,397,49351.0,,
RmlnaHROb2RlOjQ5MzI1,OVERUNDER_4.5,1,127,,Over 4.5 rounds,Under 4.5 rounds
RmlnaHROb2RlOjUwMzM4,STRAIGHT,0,-449,56658.0,,
RmlnaHROb2RlOjUwMzM4,STRAIGHT,0,350,27820.0,,
RmlnaHROb2RlOjUwMTk2,STRAIGHT,0,135,56660.0,,
RmlnaHROb2RlOjUwMTk2,STRAIGHT,0,-165,51708.0,,
RmlnaHROb2RlOjUwMzM5,STRAIGHT,0,-114,56780.0,,
RmlnaHROb2RlOjUwMzM5,STRAIGHT,0,-114,56779.0,,
RmlnaHROb2RlOjUwMzQw,STRAIGHT,0,-175,56782.0,,
RmlnaHROb2RlOjUwMzQw,STRAIGHT,0,145,56781.0,,
RmlnaHROb2RlOjUwMzQy,STRAIGHT,0,200,56785.0,,
RmlnaHROb2RlOjUwMzQy,STRAIGHT,0,-260,49346.0,,
RmlnaHROb2RlOjUwMzQ0,STRAIGHT,0,179,56788.0,,
RmlnaHROb2RlOjUwMzQ0,STRAIGHT,0,-219,56789.0,,
RmlnaHROb2RlOjUwMzQx,STRAIGHT,0,-185,56784.0,,
RmlnaHROb2RlOjUwMzQx,STRAIGHT,0,154,56783.0,,
RmlnaHROb2RlOjUwMTk3,STRAIGHT,0,-175,56662.0,,
RmlnaHROb2RlOjUwMTk3,STRAIGHT,0,145,56661.0,,
RmlnaHROb2RlOjUwMzQz,STRAIGHT,0,-130,56786.0,,
RmlnaHROb2RlOjUwMzQz,STRAIGHT,0,100,56787.0,,
RmlnaHROb2RlOjUwMDM1,OVERUNDER_4.5,0,-151,,Over 4.5 rounds,Under 4.5 rounds
RmlnaHROb2RlOjUwMDM1,STRAIGHT,0,-138,20664.0,,
RmlnaHROb2RlOjUwMDM1,OVERUNDER_4.5,1,111,,Over 4.5 rounds,Under 4.5 rounds
RmlnaHROb2RlOjUwMDM1,STRAIGHT,0,101,2736.0,,
RmlnaHROb2RlOjUwMDM3,STRAIGHT,0,348,35583.0,,
RmlnaHROb2RlOjUwMDM3,OVERUNDER_2.5,1,104,,Over 2.5 rounds,Under 2.5 rounds
RmlnaHROb2RlOjUwMDM3,OVERUNDER_2.5,0,-145,,Over 2.5 rounds,Under 2.5 rounds
RmlnaHROb2RlOjUwMDM3,STRAIGHT,0,-523,36065.0,,
RmlnaHROb2RlOjQ5ODIw,OVERUNDER_1.5,0,120,,Over 1.5 rounds,Under 1.5 rounds
RmlnaHROb2RlOjQ5ODIw,STRAIGHT,0,229,42612.0,,
RmlnaHROb2RlOjQ5ODIw,STRAIGHT,0,-328,20657.0,,
RmlnaHROb2RlOjQ5ODIw,OVERUNDER_1.5,1,-160,,Over 1.5 rounds,Under 1.5 rounds
RmlnaHROb2RlOjUwNDkx,STRAIGHT,0,133,50055.0,,
RmlnaHROb2RlOjUwNDkx,STRAIGHT,0,-171,46617.0,,
RmlnaHROb2RlOjQ5ODQ0,STRAIGHT,0,-466,41263.0,,
RmlnaHROb2RlOjQ5ODQ0,OVERUNDER_4.5,0,-120,,Over 4.5 rounds,Under 4.5 rounds
RmlnaHROb2RlOjQ5ODQ0,STRAIGHT,0,302,264.0,,
RmlnaHROb2RlOjQ5ODQ0,OVERUNDER_4.5,1,-120,,Over 4.5 rounds,Under 4.5 rounds
RmlnaHROb2RlOjUwMzk5,STRAIGHT,0,142,56898.0,,
RmlnaHROb2RlOjUwMzk5,STRAIGHT,0,-188,41349.0,,
RmlnaHROb2RlOjUwMDM2,OVERUNDER_1.5,0,-165,,Over 1.5 rounds,Under 1.5 rounds
RmlnaHROb2RlOjUwMDM2,STRAIGHT,0,-393,20659.0,,
RmlnaHROb2RlOjUwMDM2,STRAIGHT,0,282,35821.0,,
RmlnaHROb2RlOjUwMDM2,OVERUNDER_1.5,1,125,,Over 1.5 rounds,Under 1.5 rounds
RmlnaHROb2RlOjUwMDU1,STRAIGHT,0,495,50337.0,,
RmlnaHROb2RlOjUwMDU1,OVERUNDER_1.5,1,145,,Over 1.5 rounds,Under 1.5 rounds
RmlnaHROb2RlOjUwMDU1,OVERUNDER_1.5,0,-189,,Over 1.5 rounds,Under 1.5 rounds
RmlnaHROb2RlOjUwMDU1,STRAIGHT,0,-877,43006.0,,
RmlnaHROb2RlOjUwMTI4,STRAIGHT,0,775,55917.0,,
RmlnaHROb2RlOjUwMTI4,STRAIGHT,0,-1591,50055.0,,
RmlnaHROb2RlOjQ5ODE4,STRAIGHT,0,-243,8152.0,,
RmlnaHROb2RlOjQ5ODE4,OVERUNDER_2.5,0,-129,,Over 2.5 rounds,Under 2.5 rounds
RmlnaHROb2RlOjQ5ODE4,OVERUNDER_2.5,1,-109,,Over 2.5 rounds,Under 2.5 rounds
RmlnaHROb2RlOjQ5ODE4,STRAIGHT,0,183,16352.0,,
RmlnaHROb2RlOjUwMDkw,STRAIGHT,0,186,42231.0,,
RmlnaHROb2RlOjUwMDkw,OVERUNDER_1.5,0,215,,Over 1.5 rounds,Under 1.5 rounds
RmlnaHROb2RlOjUwMDkw,STRAIGHT,0,-253,17070.0,,
RmlnaHROb2RlOjUwMDkw,OVERUNDER_1.5,1,-325,,Over 1.5 rounds,Under 1.5 rounds
RmlnaHROb2RlOjUwNjk5,STRAIGHT,0,576,55072.0,,
RmlnaHROb2RlOjUwNjk5,STRAIGHT,0,-951,54849.0,,
RmlnaHROb2RlOjUwNDE2,OVERUNDER_4.5,1,-130,,Over 4.5 rounds,Under 4.5 rounds
RmlnaHROb2RlOjUwNDE2,STRAIGHT,0,-660,56899.0,,
RmlnaHROb2RlOjUwNDE2,STRAIGHT,0,437,33242.0,,
RmlnaHROb2RlOjUwNDE2,OVERUNDER_4.5,0,-109,,Over 4.5 rounds,Under 4.5 rounds
RmlnaHROb2RlOjUwMzAy,OVERUNDER_1.5,0,-189,,Over 1.5 rounds,Under 1.5 rounds
RmlnaHROb2RlOjUwMzAy,STRAIGHT,0,-207,26811.0,,
RmlnaHROb2RlOjUwMzAy,STRAIGHT,0,157,42237.0,,
RmlnaHROb2RlOjUwMzAy,OVERUNDER_1.5,1,145,,Over 1.5 rounds,Under 1.5 rounds
RmlnaHROb2RlOjUwMzI5,OVERUNDER_2.5,0,-120,,Over 2.5 rounds,Under 2.5 rounds
RmlnaHROb2RlOjUwMzI5,STRAIGHT,0,-151,56770.0,,
RmlnaHROb2RlOjUwMzI5,STRAIGHT,0,119,41786.0,,
RmlnaHROb2RlOjUwMzI5,OVERUNDER_2.5,1,-118,,Over 2.5 rounds,Under 2.5 rounds
RmlnaHROb2RlOjUwNDE3,STRAIGHT,0,304,56900.0,,
